,SCH_NAME,SCHOOL_YR,LEVEL_CODE,DIV_NUM,DIV_NAME,SCH_NUM,GRADE_CODE,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,PRIMARY_DISABILITY_TYPE,DEC1_CNT
1198,Oakland Elementary,2010-2011,SCH,18.0,Carroll County ,1130.0,03,5.0,F,Y,N,Y,SLI,11
1199,Oakridge Elementary,2010-2011,SCH,7.0,Arlington County ,360.0,01,3.0,M,Y,N,N,OHI,10
1200,Oakton Elementary,2010-2011,SCH,29.0,Fairfax County ,140.0,01,5.0,M,Y,N,N,SLD,10
1201,Oakton High,2010-2011,SCH,29.0,Fairfax County ,1710.0,09,4.0,F,Y,N,N,SLD,10
1202,Oakwood Elementary,2010-2011,SCH,118.0,Norfolk City ,540.0,,3.0,M,Y,N,Y,SLD,12
1203,Occohannock Elementary,2010-2011,SCH,65.0,Northampton County ,451.0,03,3.0,M,Y,N,Y,SLD,11
1204,Occoquan Elementary,2010-2011,SCH,75.0,Prince William County ,260.0,01,3.0,M,Y,N,N,SLD,12
1205,Ocean Lakes Elementary,2010-2011,SCH,128.0,Virginia Beach City ,880.0,01,5.0,M,Y,N,N,SLD,10
1206,Ocean Lakes High,2010-2011,SCH,128.0,Virginia Beach City ,960.0,09,3.0,M,Y,N,N,SLD,10
1207,Ocean View Elementary,2010-2011,SCH,118.0,Norfolk City ,190.0,01,3.0,M,Y,N,Y,SLI,12
1208,Oceanair Elementary,2010-2011,SCH,118.0,Norfolk City ,630.0,04,3.0,M,Y,N,Y,SLD,11
1209,Old Bridge Elementary,2010-2011,SCH,75.0,Prince William County ,820.0,01,4.0,M,Y,N,N,SLI,12
1210,Old Donation Center,2010-2011,SCH,128.0,Virginia Beach City ,570.0,,,,Y,N,,,11
1211,Olde Creek Elementary,2010-2011,SCH,29.0,Fairfax County ,1650.0,04,4.0,M,Y,N,N,DD,12
1212,Olive Branch Elementary,2010-2011,SCH,121.0,Portsmouth City ,290.0,02,5.0,F,Y,N,N,SLI,10
1213,Oliver C. Greenwood Elementary,2010-2011,SCH,117.0,Newport News City ,150.0,01,3.0,M,Y,N,N,SLI,16
1214,Orange County High ,2010-2011,SCH,68.0,Orange County ,330.0,09,5.0,F,Y,N,N,SLD,10
1215,Orange Elementary,2010-2011,SCH,68.0,Orange County ,370.0,01,3.0,M,Y,N,Y,SLI,10
1216,Orange Hunt Elementary,2010-2011,SCH,29.0,Fairfax County ,150.0,01,5.0,M,Y,N,N,SLD,13
1217,Orchard View Elementary,2010-2011,SCH,34.0,Frederick County ,583.0,03,5.0,F,Y,N,N,SLI,10
1218,Original Walker-Grant,2010-2011,SCH,110.0,Fredericksburg City ,30.0,PS,3.0,M,Y,N,Y,DD,15
1219,Osbourn High,2010-2011,SCH,143.0,Manassas City ,370.0,09,3.0,M,Y,N,N,SLD,15
1220,Osbourn Park High,2010-2011,SCH,75.0,Prince William County ,80.0,09,3.0,M,Y,N,N,SLD,10
1221,Oscar F. Smith High,2010-2011,SCH,136.0,Chesapeake City ,80.0,09,3.0,F,Y,N,Y,SLD,34
1222,Oscar Smith Middle,2010-2011,SCH,136.0,Chesapeake City ,10.0,06,3.0,F,Y,N,Y,SLD,13
1223,Otter River Elementary,2010-2011,SCH,10.0,Bedford County ,1170.0,,5.0,M,Y,N,N,SLI,10
1224,Ottobine Elementary,2010-2011,SCH,82.0,Rockingham County ,920.0,,5.0,M,Y,N,Y,SLI,11
1225,Overby-Sheppard Elementary,2010-2011,SCH,123.0,Richmond City ,130.0,01,3.0,M,Y,N,Y,SLD,10
1226,P.B. Smith Elementary,2010-2011,SCH,30.0,Fauquier County ,720.0,03,5.0,M,Y,N,N,DD,10
1227,P.B. Young Sr. Elementary ,2010-2011,SCH,118.0,Norfolk City ,530.0,KG,3.0,M,Y,N,Y,SLI,11
1228,Page County High,2010-2011,SCH,69.0,Page County ,380.0,09,5.0,M,Y,N,Y,SLD,10
1229,Page County Middle,2010-2011,SCH,69.0,Page County ,390.0,06,5.0,M,Y,N,Y,SLD,10
1230,Page Middle,2010-2011,SCH,36.0,Gloucester County ,90.0,06,5.0,M,Y,N,N,SLD,11
1231,Park Avenue Elementary,2010-2011,SCH,108.0,Danville City ,250.0,01,3.0,M,Y,N,Y,SLI,10
1232,Park Ridge Elementary,2010-2011,SCH,89.0,Stafford County ,300.0,02,3.0,M,Y,N,N,SLI,11
1233,Park View Elementary,2010-2011,SCH,121.0,Portsmouth City ,60.0,02,3.0,M,Y,N,Y,SLD,12
1234,Park View High,2010-2011,SCH,53.0,Loudoun County ,60.0,09,3.0,M,Y,N,Y,SLD,10
1235,Park View Middle,2010-2011,SCH,58.0,Mecklenburg County ,950.0,06,3.0,M,Y,N,Y,SLD,11
1236,Parklawn Elementary,2010-2011,SCH,29.0,Fairfax County ,1030.0,01,4.0,F,Y,Y,Y,DD,11
1237,Parkside Elementary,2010-2011,SCH,88.0,Spotsylvania County ,508.0,01,5.0,M,Y,N,N,SLI,11
1238,Parkside Middle,2010-2011,SCH,75.0,Prince William County ,501.0,06,4.0,F,Y,Y,Y,SLD,10
1239,Parkway Elementary,2010-2011,SCH,128.0,Virginia Beach City ,820.0,01,3.0,M,Y,N,Y,SLI,12
1240,Parry McCluer High,2010-2011,SCH,103.0,Buena Vista City ,62.0,09,5.0,F,Y,N,N,SLD,10
1241,Parry McCluer Middle,2010-2011,SCH,103.0,Buena Vista City ,61.0,05,5.0,M,Y,N,Y,SLD,13
1242,Patrick Copeland Elementary,2010-2011,SCH,114.0,Hopewell City ,70.0,01,5.0,M,Y,N,Y,SLD,10
1243,Patrick County High,2010-2011,SCH,70.0,Patrick County ,700.0,08,5.0,M,Y,N,Y,SLD,11
1244,Patrick Henry Elementary,2010-2011,SCH,101.0,Alexandria City ,50.0,03,3.0,F,Y,N,Y,SLD,12
1245,Patrick Henry High,2010-2011,SCH,42.0,Hanover County ,400.0,09,3.0,M,Y,N,N,SLD,10
1246,Patrick Henry School Of Science And Arts,2010-2011,SCH,123.0,Richmond City ,3119.0,,3.0,,Y,N,N,,11
1247,Patrick Springs Elementary,2010-2011,SCH,70.0,Patrick County ,680.0,01,5.0,F,Y,N,Y,SLI,11
1248,Paul Burbank Elementary,2010-2011,SCH,112.0,Hampton City ,410.0,03,3.0,M,Y,N,Y,EMN,16
1249,Paul H. Cale Elementary,2010-2011,SCH,2.0,Albemarle County ,150.0,01,3.0,M,Y,N,Y,SLI,10
1250,Paul L. Dunbar Middle for Innovation ,2010-2011,SCH,115.0,Lynchburg City ,170.0,06,3.0,M,Y,N,Y,SLD,10
1251,Paul Munro Elementary,2010-2011,SCH,115.0,Lynchburg City ,330.0,,3.0,M,Y,N,Y,SLI,14
1252,Paul S Blandford Sch @ Beau,2010-2011,SCH,900.0,Department of Correctional Education,36.0,12,3.0,M,Y,N,Y,SLD,12
1253,Paul S. Blandford High Annex,2010-2011,SCH,900.0,Department of Correctional Education,60.0,,3.0,M,Y,N,Y,EMN,15
1254,Peabody Middle,2010-2011,SCH,120.0,Petersburg City ,121.0,06,3.0,M,Y,N,N,SLD,11
1255,Peak View Elementary,2010-2011,SCH,82.0,Rockingham County ,1073.0,,5.0,M,Y,N,N,SLI,11
1256,Pearl Sample Elementary,2010-2011,SCH,24.0,Culpeper County ,10.0,01,5.0,M,Y,N,Y,SLI,10
1257,Pearson's Corner Elementary,2010-2011,SCH,42.0,Hanover County ,410.0,03,5.0,M,Y,N,N,SLI,10
1258,Peasley Middle,2010-2011,SCH,36.0,Gloucester County ,280.0,06,5.0,M,Y,N,N,SLD,11
1259,Pemberton Elementary,2010-2011,SCH,43.0,Henrico County ,440.0,PS,5.0,M,Y,N,N,DD,10
1260,Pembroke Elementary,2010-2011,SCH,128.0,Virginia Beach City ,490.0,01,5.0,F,Y,N,N,ID,11
1261,Pembroke Meadows Elementary,2010-2011,SCH,128.0,Virginia Beach City ,660.0,04,3.0,M,Y,N,Y,SLD,10
1262,Penn Forest Elementary,2010-2011,SCH,80.0,Roanoke County ,50.0,01,5.0,M,Y,N,N,SLI,10
1263,Pennington Middle,2010-2011,SCH,52.0,Lee County ,290.0,06,5.0,M,Y,N,Y,SLD,10
1264,Pennington School,2010-2011,SCH,75.0,Prince William County ,945.0,,5.0,F,Y,N,N,SLI,15
1265,Perrymont Elementary,2010-2011,SCH,115.0,Lynchburg City ,270.0,01,3.0,M,Y,N,Y,SLI,11
1266,Peter Muhlenberg Middle,2010-2011,SCH,85.0,Shenandoah County ,30.0,06,5.0,M,Y,N,Y,SLD,11
1267,Petersburg High,2010-2011,SCH,120.0,Petersburg City ,200.0,10,3.0,F,Y,N,Y,SLD,12
1268,Petsworth Elementary,2010-2011,SCH,36.0,Gloucester County ,270.0,02,5.0,M,Y,N,N,SLI,10
1269,Phenix Elementary,2010-2011,SCH,20.0,Charlotte County ,110.0,01,3.0,M,Y,N,Y,SLI,10
1270,Phillips Elementary,2010-2011,SCH,112.0,Hampton City ,370.0,01,3.0,M,Y,N,Y,SLD,12
1271,Phoebus High,2010-2011,SCH,112.0,Hampton City ,50.0,09,3.0,F,Y,N,Y,SLD,14
1272,Pinchbeck Elementary,2010-2011,SCH,43.0,Henrico County ,570.0,05,3.0,M,Y,N,N,SLI,10
1273,Pine Spring Elementary,2010-2011,SCH,29.0,Fairfax County ,820.0,01,4.0,M,Y,Y,Y,SLD,11
1274,Pinebrook Elementary,2010-2011,SCH,53.0,Loudoun County ,340.0,01,5.0,M,Y,N,N,SLI,10
1275,Plains Elementary,2010-2011,SCH,82.0,Rockingham County ,10.0,04,5.0,M,Y,N,N,SLI,10
1276,Plaza Middle,2010-2011,SCH,128.0,Virginia Beach City ,640.0,06,3.0,F,Y,N,Y,SLD,10
1277,Pleasant Valley Elementary,2010-2011,SCH,82.0,Rockingham County ,950.0,,5.0,M,Y,N,N,,11
1278,Pleasant View Elementary,2010-2011,SCH,5.0,Amherst County ,240.0,,,,Y,N,,,10
1279,Pocahontas Elementary,2010-2011,SCH,72.0,Powhatan County ,231.0,02,5.0,M,Y,N,N,SLI,11
1280,Pocahontas Middle,2010-2011,SCH,43.0,Henrico County ,280.0,06,5.0,F,Y,N,N,SLD,10
1281,Poe Middle,2010-2011,SCH,29.0,Fairfax County ,1130.0,06,4.0,F,Y,Y,N,SLD,10
1282,Point O' View Elementary,2010-2011,SCH,128.0,Virginia Beach City ,680.0,01,3.0,M,Y,N,Y,SLI,13
1283,Pole Green Elementary,2010-2011,SCH,42.0,Hanover County ,552.0,01,5.0,M,Y,N,N,SLI,11
1284,Poplar Halls Elementary,2010-2011,SCH,118.0,Norfolk City ,710.0,03,3.0,M,Y,N,Y,SLD,10
1285,Poplar Tree Elementary,2010-2011,SCH,29.0,Fairfax County ,2080.0,02,5.0,M,Y,N,N,DD,10
1286,Poquoson Elementary,2010-2011,SCH,142.0,Poquoson City ,150.0,03,5.0,M,Y,N,N,SLI,12
1287,Poquoson High,2010-2011,SCH,142.0,Poquoson City ,10.0,09,5.0,F,Y,N,N,SLD,10
1288,Poquoson Middle,2010-2011,SCH,142.0,Poquoson City ,130.0,06,5.0,M,Y,N,N,OHI,11
1289,Poquoson Primary,2010-2011,SCH,142.0,Poquoson City ,160.0,01,5.0,M,Y,N,N,SLI,11
1290,Portlock Primary,2010-2011,SCH,136.0,Chesapeake City ,730.0,01,3.0,M,Y,N,Y,SLD,11
1291,Post Oak Middle,2010-2011,SCH,88.0,Spotsylvania County ,220.0,06,5.0,F,Y,N,Y,OHI,10
1292,Potomac Elementary,2010-2011,SCH,48.0,King George County ,50.0,01,5.0,M,Y,N,N,SLI,10
1293,Potomac Falls High,2010-2011,SCH,53.0,Loudoun County ,140.0,09,5.0,M,Y,N,N,OHI,16
1294,Potomac High,2010-2011,SCH,75.0,Prince William County ,140.0,09,3.0,F,Y,N,Y,SLD,12
1295,Potomac Middle,2010-2011,SCH,75.0,Prince William County ,170.0,06,3.0,M,Y,N,Y,SLD,10
1296,Potomac View Elementary,2010-2011,SCH,75.0,Prince William County ,550.0,02,4.0,M,Y,Y,Y,SLD,10
1297,Potowmack Elementary,2010-2011,SCH,53.0,Loudoun County ,250.0,03,5.0,M,Y,N,N,DD,11
1298,Pound High,2010-2011,SCH,96.0,Wise County ,71.0,11,5.0,M,Y,N,Y,SLD,10
1299,Powell Elementary,2010-2011,SCH,29.0,Fairfax County ,2237.0,01,5.0,M,Y,N,N,SLD,11
1300,Powell Valley High,2010-2011,SCH,96.0,Wise County ,1010.0,09,5.0,M,Y,N,Y,SLD,10
1301,Powell Valley Middle,2010-2011,SCH,96.0,Wise County ,1013.0,05,5.0,M,Y,N,Y,SLD,10
1302,Powell Valley Primary,2010-2011,SCH,96.0,Wise County ,1012.0,01,5.0,M,Y,N,Y,SLD,11
1303,Powhatan Elementary,2010-2011,SCH,72.0,Powhatan County ,13.0,01,5.0,M,Y,N,N,SLI,11
1304,Powhatan High,2010-2011,SCH,72.0,Powhatan County ,11.0,09,5.0,M,Y,N,N,SLD,17
1305,Powhatan Junior High,2010-2011,SCH,72.0,Powhatan County ,130.0,07,5.0,F,Y,N,N,SLD,14
1306,Preston Park Elementary,2010-2011,SCH,124.0,Roanoke City ,240.0,,5.0,M,Y,N,Y,SLI,10
1307,Prices Fork Elementary,2010-2011,SCH,60.0,Montgomery County ,210.0,,5.0,M,Y,N,N,SLI,10
1308,Prince Edward County High,2010-2011,SCH,73.0,Prince Edward County ,400.0,09,3.0,M,Y,N,Y,SLD,10
1309,Prince Edward Elementary,2010-2011,SCH,73.0,Prince Edward County ,10.0,01,3.0,M,Y,N,Y,SLI,10
1310,Prince Edward Middle,2010-2011,SCH,73.0,Prince Edward County ,20.0,05,3.0,M,Y,N,Y,SLI,12
1311,Prince George High,2010-2011,SCH,74.0,Prince George County ,20.0,10,3.0,M,Y,N,N,SLD,11
1312,Princess Anne Elementary,2010-2011,SCH,128.0,Virginia Beach City ,340.0,04,3.0,M,Y,N,N,SLI,11
1313,Princess Anne High,2010-2011,SCH,128.0,Virginia Beach City ,321.0,09,3.0,M,Y,N,N,SLD,12
1314,Princess Anne Middle,2010-2011,SCH,128.0,Virginia Beach City ,750.0,06,5.0,F,Y,N,N,SLD,20
1315,Prospect Heights Middle,2010-2011,SCH,68.0,Orange County ,340.0,06,5.0,M,Y,N,Y,SLD,12
1316,Providence Elementary,2010-2011,SCH,21.0,Chesterfield County ,380.0,02,3.0,M,Y,N,N,SLI,10
1317,Providence Middle,2010-2011,SCH,21.0,Chesterfield County ,690.0,06,3.0,M,Y,N,Y,OHI,14
1318,Pulaski County Senior High,2010-2011,SCH,77.0,Pulaski County ,10.0,09,3.0,F,Y,N,N,SLD,11
1319,Pulaski Elementary ,2010-2011,SCH,77.0,Pulaski County ,230.0,01,5.0,M,Y,N,Y,SLD,10
1320,Pulaski Middle,2010-2011,SCH,77.0,Pulaski County ,460.0,06,5.0,M,Y,N,Y,SLD,15
1321,Pungoteague Elementary,2010-2011,SCH,1.0,Accomack County ,590.0,02,3.0,M,Y,N,Y,SLI,10
1322,Queens Lake Middle,2010-2011,SCH,98.0,York County ,200.0,06,5.0,M,Y,N,N,OHI,14
1323,R. Dean Kilby Elementary,2010-2011,SCH,75.0,Prince William County ,440.0,02,3.0,M,Y,N,N,DD,10
1324,R.C. Longan Elementary,2010-2011,SCH,43.0,Henrico County ,630.0,01,5.0,M,Y,N,N,SLI,10
1325,R.O. Nelson Elementary ,2010-2011,SCH,117.0,Newport News City ,310.0,01,5.0,M,Y,N,N,SLI,10
1326,Radford High,2010-2011,SCH,122.0,Radford City ,41.0,09,5.0,F,Y,N,Y,SLD,12
1327,Randolph Elementary,2010-2011,SCH,7.0,Arlington County ,510.0,01,4.0,M,Y,Y,Y,DD,11
1328,Randolph Henry High,2010-2011,SCH,20.0,Charlotte County ,460.0,09,3.0,F,Y,N,Y,SLD,10
1329,Rappahannock County Elementary,2010-2011,SCH,78.0,Rappahannock County ,240.0,01,5.0,M,Y,N,N,SLI,10
1330,Rappahannock County High,2010-2011,SCH,78.0,Rappahannock County ,230.0,08,5.0,M,Y,N,N,SLD,10
1331,Rappahannock High,2010-2011,SCH,79.0,Richmond County ,210.0,09,3.0,M,Y,N,Y,SLD,10
1332,Raven Elementary,2010-2011,SCH,92.0,Tazewell County ,920.0,04,5.0,F,Y,N,Y,SLI,10
1333,Ravensworth Elementary,2010-2011,SCH,29.0,Fairfax County ,1310.0,02,5.0,M,Y,N,N,AUT,11
1334,Rawls Byrd Elementary,2010-2011,SCH,131.0,Williamsburg-James City County ,50.0,01,5.0,M,Y,N,N,DD,10
1335,Read Mountain Middle,2010-2011,SCH,12.0,Botetourt County ,450.0,06,5.0,M,Y,N,N,OHI,14
1336,Reams Road Elementary,2010-2011,SCH,21.0,Chesterfield County ,700.0,02,5.0,M,Y,N,N,SLD,10
1337,Red Hill Elementary,2010-2011,SCH,2.0,Albemarle County ,540.0,,5.0,M,Y,N,Y,,10
1338,Red Mill Elementary,2010-2011,SCH,128.0,Virginia Beach City ,900.0,03,5.0,F,Y,N,N,SLD,12
1339,Red Oak-Sturgeon Elementary,2010-2011,SCH,13.0,Brunswick County ,700.0,,3.0,F,Y,N,Y,,11
1340,Redbud Run Elementary,2010-2011,SCH,34.0,Frederick County ,582.0,01,5.0,F,Y,N,N,OHI,10
1341,Rena B. Wright Primary,2010-2011,SCH,136.0,Chesapeake City ,200.0,01,3.0,M,Y,N,Y,DD,12
1342,Ressie Jeffries Elementary,2010-2011,SCH,93.0,Warren County ,240.0,01,5.0,F,Y,N,N,SLI,12
1343,Rhea Valley Elementary,2010-2011,SCH,94.0,Washington County ,50.0,01,5.0,M,Y,N,Y,SLI,10
1344,Rich Acres Elementary,2010-2011,SCH,44.0,Henry County ,740.0,PS,5.0,M,Y,N,Y,DD,10
1345,Rich Valley Elementary,2010-2011,SCH,86.0,Smyth County ,720.0,,5.0,,Y,N,Y,,11
1346,Richard Bowling Elementary,2010-2011,SCH,118.0,Norfolk City ,480.0,04,3.0,F,Y,N,Y,SLI,10
1347,Richard C. Haydon Elementary,2010-2011,SCH,143.0,Manassas City ,20.0,02,3.0,M,Y,N,Y,SLD,10
1348,Richard T. Yates Elementary,2010-2011,SCH,117.0,Newport News City ,270.0,03,5.0,M,Y,N,N,SLD,10
1349,Richlands Elementary,2010-2011,SCH,92.0,Tazewell County ,822.0,01,5.0,M,Y,N,Y,SLI,10
1350,Richlands High,2010-2011,SCH,92.0,Tazewell County ,821.0,09,5.0,F,Y,N,N,SLD,10
1351,Richlands Middle,2010-2011,SCH,92.0,Tazewell County ,823.0,06,5.0,F,Y,N,Y,SLD,10
1352,Richmond Alternative ,2010-2011,SCH,123.0,Richmond City ,3110.0,,3.0,,Y,N,Y,,10
1353,Richmond County Elementary,2010-2011,SCH,79.0,Richmond County ,20.0,01,5.0,M,Y,N,Y,SLD,14
1354,Richmond County Intermediate,2010-2011,SCH,79.0,Richmond County ,190.0,06,3.0,F,Y,N,Y,SLD,11
1355,Richneck Elementary,2010-2011,SCH,117.0,Newport News City ,1230.0,01,3.0,M,Y,N,N,SLI,10
1356,Ridge Elementary,2010-2011,SCH,43.0,Henrico County ,90.0,PS,3.0,M,Y,N,N,SLI,11
1357,Rippon Middle,2010-2011,SCH,75.0,Prince William County ,591.0,06,3.0,M,Y,N,Y,SLD,10
1358,River Bend Elementary,2010-2011,SCH,82.0,Rockingham County ,390.0,KG,5.0,M,Y,N,N,SLI,10
1359,River Bend Middle,2010-2011,SCH,53.0,Loudoun County ,930.0,06,5.0,M,Y,N,N,OHI,19
1360,River Oaks Elementary,2010-2011,SCH,75.0,Prince William County ,750.0,01,3.0,M,Y,N,Y,SLI,11
1361,Riverbend High ,2010-2011,SCH,88.0,Spotsylvania County ,510.0,09,5.0,M,Y,N,N,OHI,21
1362,Riverdale Elementary,2010-2011,SCH,87.0,Southampton County ,780.0,01,5.0,M,Y,N,Y,SLI,13
1363,Riverheads Elementary,2010-2011,SCH,8.0,Augusta County ,740.0,,5.0,M,Y,N,N,SLI,17
1364,Riverheads High,2010-2011,SCH,8.0,Augusta County ,680.0,09,5.0,M,Y,N,N,SLD,12
1365,Riverlawn Elementary,2010-2011,SCH,77.0,Pulaski County ,500.0,01,5.0,M,Y,N,Y,SLD,11
1366,Rivers Edge Elementary,2010-2011,SCH,43.0,Henrico County ,240.0,,5.0,M,Y,N,N,SLI,23
1367,Riverside Elementary,2010-2011,SCH,29.0,Fairfax County ,1820.0,01,3.0,M,Y,N,N,SLD,10
1368,Riverview Elementary,2010-2011,SCH,88.0,Spotsylvania County ,503.0,02,5.0,M,Y,N,N,SLI,10
1369,Riverview Elementary/Middle,2010-2011,SCH,14.0,Buchanan County ,1040.0,01,5.0,M,Y,N,Y,SLI,11
1370,Roanoke Academy For Mathematics & Science Elementary,2010-2011,SCH,124.0,Roanoke City ,220.0,01,3.0,M,Y,N,Y,DD,10
1371,Robert E. Aylor Middle,2010-2011,SCH,34.0,Frederick County ,480.0,06,5.0,M,Y,N,N,SLD,10
1372,Robert E. Lee Elementary,2010-2011,SCH,88.0,Spotsylvania County ,130.0,03,5.0,M,Y,N,N,SLI,10
1373,Robert E. Lee High,2010-2011,SCH,126.0,Staunton City ,30.0,09,3.0,F,Y,N,Y,SLD,10
1374,Robert S. Payne Elementary,2010-2011,SCH,115.0,Lynchburg City ,190.0,01,3.0,M,Y,N,Y,ID,13
1375,Robertson Elementary,2010-2011,SCH,127.0,Suffolk City ,340.0,,,M,Y,N,,,12
1376,Robinson Secondary,2010-2011,SCH,29.0,Fairfax County ,1960.0,07,4.0,M,Y,N,N,SLD,10
1377,Robious Elementary,2010-2011,SCH,21.0,Chesterfield County ,730.0,01,5.0,M,Y,N,N,SLI,10
1378,Robious Middle,2010-2011,SCH,21.0,Chesterfield County ,760.0,06,5.0,F,Y,N,N,SLD,14
1379,Rockbridge County High ,2010-2011,SCH,81.0,Rockbridge County ,22.0,09,5.0,M,Y,N,N,OHI,14
1380,Rockbridge Middle,2010-2011,SCH,81.0,Rockbridge County ,680.0,06,5.0,M,Y,N,Y,,10
1381,Rockfish River Elementary,2010-2011,SCH,62.0,Nelson County ,10.0,03,5.0,M,Y,N,Y,SLD,10
1382,Rockhill Elementary,2010-2011,SCH,89.0,Stafford County ,60.0,01,4.0,M,Y,N,N,SLI,11
1383,Rockledge Elementary,2010-2011,SCH,75.0,Prince William County ,40.0,03,3.0,M,Y,N,Y,SLI,11
1384,Rocky Gap Elementary,2010-2011,SCH,11.0,Bland County ,62.0,,5.0,F,Y,N,N,SLD,17
1385,Rocky Gap High,2010-2011,SCH,11.0,Bland County ,61.0,,5.0,M,Y,N,Y,OHI,13
1386,Rocky Mount Elementary,2010-2011,SCH,33.0,Franklin County ,1380.0,01,5.0,M,Y,N,Y,AUT,11
1387,Rocky Run Elementary,2010-2011,SCH,89.0,Stafford County ,425.0,01,5.0,M,Y,N,N,SLI,12
1388,Rocky Run Middle,2010-2011,SCH,29.0,Fairfax County ,300.0,07,5.0,M,Y,N,N,SLD,15
1389,Rodney E. Thompson Middle,2010-2011,SCH,89.0,Stafford County ,426.0,06,5.0,M,Y,N,N,SLD,10
1390,Rolling Ridge Elementary,2010-2011,SCH,53.0,Loudoun County ,40.0,03,4.0,M,Y,N,Y,AUT,11
1391,Rolling Valley Elementary,2010-2011,SCH,29.0,Fairfax County ,1770.0,04,2.0,M,Y,N,N,AUT,11
1392,Rosa Lee Carter Elementary,2010-2011,SCH,53.0,Loudoun County ,550.0,01,2.0,M,Y,N,N,AUT,10
1393,Rosa Parks Elementary,2010-2011,SCH,75.0,Prince William County ,941.0,01,3.0,M,Y,N,N,SLI,10
1394,Rose Hill Elementary,2010-2011,SCH,29.0,Fairfax County ,950.0,01,4.0,M,Y,N,Y,SLD,10
1395,Rosemont Elementary,2010-2011,SCH,128.0,Virginia Beach City ,810.0,04,3.0,M,Y,N,N,DD,12
1396,Rosemont Forest Elementary,2010-2011,SCH,128.0,Virginia Beach City ,840.0,03,3.0,M,Y,N,N,SLI,10
1397,Rosemont Middle ,2010-2011,SCH,118.0,Norfolk City ,730.0,08,,M,Y,N,Y,,10
1398,Round Hill Elementary,2010-2011,SCH,53.0,Loudoun County ,180.0,01,5.0,M,Y,N,N,DD,10
1399,Ruby F. Carver Elementary,2010-2011,SCH,43.0,Henrico County ,650.0,02,5.0,M,Y,N,N,SLI,11
1400,Ruckersville Elementary,2010-2011,SCH,39.0,Greene County ,30.0,01,5.0,M,Y,N,Y,SLI,11
1401,Rural Point Elementary,2010-2011,SCH,42.0,Hanover County ,30.0,01,5.0,M,Y,N,N,SLI,11
1402,Rural Retreat Elementary,2010-2011,SCH,97.0,Wythe County ,201.0,,5.0,M,Y,N,N,SLD,12
1403,Rural Retreat High,2010-2011,SCH,97.0,Wythe County ,202.0,10,5.0,M,Y,N,Y,SLD,12
1404,Rural Retreat Middle,2010-2011,SCH,97.0,Wythe County ,1074.0,08,5.0,M,Y,N,Y,SLD,10
1405,Russell Prater Elementary,2010-2011,SCH,14.0,Buchanan County ,10.0,,5.0,M,Y,N,Y,,10
1406,Rustburg Elementary,2010-2011,SCH,16.0,Campbell County ,821.0,02,5.0,M,Y,N,Y,SLD,16
1407,Rustburg High,2010-2011,SCH,16.0,Campbell County ,222.0,09,5.0,F,Y,N,N,SLD,11
1408,Rustburg Middle,2010-2011,SCH,16.0,Campbell County ,211.0,06,5.0,M,Y,N,N,SLD,11
1409,Rye Cove High,2010-2011,SCH,84.0,Scott County ,260.0,08,5.0,M,Y,N,Y,OHI,12
1410,Rye Cove Intermediate,2010-2011,SCH,84.0,Scott County ,20.0,06,5.0,M,Y,N,Y,SLD,10
1411,S. Gordon Stewart Middle,2010-2011,SCH,8.0,Augusta County ,90.0,06,5.0,M,Y,N,N,SLD,12
1412,S.P. Morton Elementary,2010-2011,SCH,135.0,Franklin City ,10.0,01,3.0,M,Y,N,Y,SLD,10
1413,Salem Church Elementary,2010-2011,SCH,21.0,Chesterfield County ,720.0,01,5.0,M,Y,N,N,SLI,10
1414,Salem Church Middle,2010-2011,SCH,21.0,Chesterfield County ,722.0,06,3.0,M,Y,N,N,OHI,12
1415,Salem Elementary,2010-2011,SCH,88.0,Spotsylvania County ,60.0,KG,5.0,M,Y,N,N,SLI,10
1416,Salem High,2010-2011,SCH,128.0,Virginia Beach City ,850.0,09,3.0,M,Y,N,Y,SLD,11
1417,Salem Middle,2010-2011,SCH,128.0,Virginia Beach City ,50.0,06,3.0,M,Y,N,N,SLD,11
1418,Saltville Elementary,2010-2011,SCH,86.0,Smyth County ,740.0,02,5.0,F,Y,N,Y,SLI,10
1419,Samuel L. Gravely Jr. Elementary,2010-2011,SCH,75.0,Prince William County ,360.0,02,5.0,M,Y,N,N,SLI,12
1420,Samuel P. Langley Elementary,2010-2011,SCH,112.0,Hampton City ,180.0,02,5.0,M,Y,N,N,SLD,12
1421,Samuel W. Tucker Elementary,2010-2011,SCH,101.0,Alexandria City ,333.0,02,3.0,M,Y,N,Y,SLD,10
1422,Sandburg Middle,2010-2011,SCH,29.0,Fairfax County ,1300.0,07,3.0,F,Y,N,Y,SLD,10
1423,Sanders Corner Elementary,2010-2011,SCH,53.0,Loudoun County ,240.0,01,5.0,M,Y,N,N,SLI,12
1424,Sandlick Elementary,2010-2011,SCH,26.0,Dickenson County ,860.0,04,5.0,F,Y,N,Y,SLD,10
1425,Sandston Elementary,2010-2011,SCH,43.0,Henrico County ,220.0,02,3.0,M,Y,N,Y,SLI,10
1426,Sandusky Elementary,2010-2011,SCH,115.0,Lynchburg City ,370.0,,3.0,M,Y,N,Y,SLI,10
