Year,RCDTS,Enrollment,PME,PBE
2009-2010,540921180241020,690,1,1
2009-2010,150162990252935,283,0,0
2009-2010,14016008Z010000,487,3,0
2009-2010,14016789Z110000,108,0,0
2009-2010,200961120042002,288,0,0
2009-2010,211000040262008,509,0,8
2009-2010,130141860022001,106,0,0
2009-2010,110213010262002,423,0,0
2009-2010,140160280021004,610,0,4
2009-2010,350502890041002,655,0,3
2009-2010,540921180242013,284,0,2
2009-2010,140161240022002,432,0,2
2009-2010,150162990250825,900,0,0
2009-2010,140160870021006,414,0,0
2009-2010,350500440021005,597,1,2
2009-2010,480721500252047,409,0,3
2009-2010,170640050262012,790,3,2
2009-2010,14016989Z100000,264,3,4
2009-2010,150162990250794,1074,0,0
2009-2010,280372280262004,383,0,1
2009-2010,150162990253743,301,0,0
2009-2010,550980060262002,277,0,1
2009-2010,090101370022006,245,0,0
2009-2010,350501240022003,297,0,1
2009-2010,39055020Z260000,53,0,0
2009-2010,350501220022005,593,0,1
2009-2010,380540270022006,188,0,0
2009-2010,150162990252915,899,0,0
2009-2010,140161240022003,285,1,1
2009-2010,14016219X160000,111,0,1
2009-2010,400560020262005,210,0,5
2009-2010,400560020260004,106,0,1
2009-2010,400560020261001,44,0,0
2009-2010,340491120021001,443,1,1
2009-2010,440632000261006,629,1,0
2009-2010,310453030262014,562,1,6
2009-2010,480720630021001,219,0,0
2009-2010,150162990252376,378,1,2
2009-2010,480720630022002,303,0,1
2009-2010,54092003Y100000,61,2,13
2009-2010,14016069Y100000,830,3,0
2009-2010,19022008X100000,233,0,0
2009-2010,340491870262010,309,0,1
2009-2010,120170020261005,357,0,1
2009-2010,500822030170001,2537,5,2
2009-2010,190220580021015,536,0,3
2009-2010,340490560022001,556,0,0
2009-2010,140161620021004,641,1,1
2009-2010,340490030042002,416,0,0
2009-2010,190221810042006,281,0,1
2009-2010,140162280160004,1502,1,4
2009-2010,140161580022005,475,0,6
2009-2010,390550610252017,330,0,0
2009-2010,200961000262004,67,0,0
2009-2010,480720680022002,258,0,1
2009-2010,340490680022001,982,1,2
2009-2010,480720680021003,149,0,0
2009-2010,140162290160001,1830,1,3
2009-2010,14016840X160000,18,0,2
2009-2010,140161230021001,1098,1,3
2009-2010,140162000130001,3268,2,14
2009-2010,310451310222013,689,0,0
2009-2010,140161170022004,533,3,6
2009-2010,340491120022007,539,0,4
2009-2010,56099070C042002,130,2,0
2009-2010,56099365U262012,647,0,0
2009-2010,190220070022002,368,0,0
2009-2010,14016894X200000,327,0,0
2009-2010,170640050262010,485,0,5
2009-2010,340490600262017,546,0,2
2009-2010,310450460222027,584,0,1
2009-2010,170640870252009,461,2,2
2009-2010,340490340042004,457,0,0
2009-2010,110150050260002,106,0,0
2009-2010,350500440022006,323,0,1
2009-2010,140160650042014,398,1,4
2009-2010,540920760262003,612,0,3
2009-2010,540920760260001,382,0,0
2009-2010,540920760261001,175,0,0
2009-2010,14016113A022002,760,0,4
2009-2010,120170040262002,640,1,2
2009-2010,170534350042001,179,0,0
2009-2010,130581220022001,220,0,1
2009-2010,130587000160001,79,0,0
2009-2010,140161020022007,609,7,1
2009-2010,150162990252380,386,0,5
2009-2010,150162990250855,444,0,0
2009-2010,150162990252381,520,0,0
2009-2010,280060170042001,87,0,0
2009-2010,280065050160001,42,1,0
2009-2010,110703020262001,172,0,0
2009-2010,110703020260001,169,0,0
2009-2010,110703020262002,83,0,0
2009-2010,110703020261001,105,0,0
2009-2010,130950100262003,227,0,0
2009-2010,130950100260001,307,1,1
2009-2010,150162990252382,651,0,0
2009-2010,140160680021002,623,1,0
2009-2010,240473080262006,400,2,5
2009-2010,14016113A021002,949,0,0
2009-2010,14016595X100000,173,0,0
2009-2010,340490410042001,639,2,4
2009-2010,140160250022009,537,0,2
2009-2010,190222040262019,648,0,1
2009-2010,140160735021003,382,0,1
2009-2010,140160970022005,458,0,12
2009-2010,140160210041006,732,0,0
2009-2010,310451310222004,1031,0,0
2009-2010,440632000262007,497,0,6
2009-2010,041011220222014,386,0,2
2009-2010,170640160260009,591,0,0
2009-2010,170640160261001,426,0,3
2009-2010,170640160262003,287,0,3
2009-2010,170640160262002,320,1,0
2009-2010,170640160262006,300,1,2
2009-2010,34049044Z010000,64,0,0
2009-2010,150162990252383,638,0,3
2009-2010,310450460222028,587,0,0
2009-2010,250410050042002,90,0,0
2009-2010,04004004X250000,60,0,1
2009-2010,080892030262003,232,1,2
2009-2010,080892030260001,147,0,0
2009-2010,080892030261001,65,0,0
2009-2010,140160620042009,376,0,0
2009-2010,470712200262006,435,0,3
2009-2010,470712200262004,374,0,3
2009-2010,470712200260001,543,0,1
2009-2010,56099030C042006,971,0,0
2009-2010,150162990252384,660,0,1
2009-2010,280372230260001,336,0,1
2009-2010,280372230261003,221,0,1
2009-2010,140161350022010,465,2,1
2009-2010,140161350021004,537,1,1
2009-2010,140161350022002,383,0,5
2009-2010,150162990252842,622,0,0
2009-2010,150162990250847,1067,1,0
2009-2010,140160650042015,339,3,6
2009-2010,150162990252898,769,0,0
2009-2010,560991220022013,450,0,4
2009-2010,240473080260002,2212,0,1
2009-2010,240473080260001,2082,1,1
2009-2010,150162990252386,444,1,0
2009-2010,140161040022003,418,0,0
2009-2010,150162990252387,675,0,0
2009-2010,350501400170001,1463,0,5
2009-2010,310450460222056,632,0,1
2009-2010,14016938Z100000,27,0,1
2009-2010,21100001X100000,295,0,0
2009-2010,14016261X100000,200,0,0
2009-2010,14016657X100000,165,0,1
2009-2010,31045017X100000,240,0,0
2009-2010,49081010X100000,151,1,0
2009-2010,14016571X100000,190,0,0
2009-2010,34049014X100000,263,2,4
2009-2010,19022027X100000,424,1,2
2009-2010,14016979X100000,949,2,0
2009-2010,14016344X100000,189,0,0
2009-2010,14016086Y100000,150,0,0
2009-2010,14016268X100000,182,0,0
2009-2010,14016582X100000,160,0,0
2009-2010,14016667X100000,654,0,1
2009-2010,14016585X100000,200,0,0
2009-2010,41057007X100000,185,0,0
2009-2010,50082009X100000,221,0,0
2009-2010,04101094Z010000,33,0,14
2009-2010,46069015P003101,38,0,0
2009-2010,51084010X060000,208,0,0
2009-2010,14016181X060000,48,0,0
2009-2010,46069003X100000,217,1,0
2009-2010,150162990252388,427,0,0
2009-2010,150162990252389,250,0,0
2009-2010,190222040262025,589,1,4
2009-2010,510841860252026,281,1,2
2009-2010,150162990252810,386,3,2
2009-2010,240470880262002,499,1,0
2009-2010,14016950X010000,39,0,3
2009-2010,530900860022002,192,0,1
2009-2010,150162990252390,152,0,0
2009-2010,140162110170003,2727,0,6
2009-2010,120170030262002,278,1,0
2009-2010,120170030260001,110,0,0
2009-2010,150162990252391,931,0,0
2009-2010,140161180042002,696,1,7
2009-2010,14016784X060000,17,1,1
2009-2010,140161180041004,672,0,8
2009-2010,140161180042003,487,0,9
2009-2010,100110080261005,211,0,1
2009-2010,100110080260006,489,0,3
2009-2010,110230040260002,222,0,0
2009-2010,110230950250002,384,0,0
2009-2010,340490460042007,438,0,8
2009-2010,140161480022010,266,0,2
2009-2010,140161020021004,606,0,1
2009-2010,150162990252394,371,0,0
2009-2010,140160700022003,838,0,2
2009-2010,190220440022010,251,1,1
2009-2010,190220890042004,364,0,5
2009-2010,14016748X060000,37,0,0
2009-2010,340490460041002,294,0,0
2009-2010,150162990252392,679,0,0
2009-2010,140161610021003,990,4,2
2009-2010,440630150041007,793,1,6
2009-2010,150162990252393,231,0,0
2009-2010,560990860052014,336,0,0
2009-2010,150162990252395,376,1,0
2009-2010,120510200262007,594,2,2
2009-2010,170640050262013,351,0,3
2009-2010,170640050261003,928,2,2
2009-2010,350501240021001,452,0,1
2009-2010,410570080262009,431,0,2
2009-2010,140161940022004,337,0,1
2009-2010,310453000262018,426,1,1
2009-2010,450670040262001,806,5,0
2009-2010,530900760021005,269,0,0
2009-2010,310450460222029,459,0,0
2009-2010,300390950022005,449,2,5
2009-2010,390550610252019,333,0,0
2009-2010,270000000009201,61,0,0
2009-2010,15016299025214C,293,0,0
2009-2010,140160840022005,388,1,0
2009-2010,150162990252396,1465,0,0
2009-2010,130581000262001,166,0,0
2009-2010,130581000261001,36,0,0
2009-2010,130581000260002,87,0,0
2009-2010,190222040262013,691,3,17
2009-2010,140160250022011,458,2,8
2009-2010,140161300022008,289,0,0
2009-2010,140161300022018,527,0,0
2009-2010,160194280262013,278,0,0
2009-2010,470522710262005,101,0,2
2009-2010,470522710260004,185,1,2
2009-2010,510840110262001,410,0,2
2009-2010,510840110260001,315,0,0
2009-2010,090270100260001,470,0,0
2009-2010,090270100261002,349,0,1
2009-2010,150162990250796,908,0,1
2009-2010,090270100262005,340,0,0
2009-2010,150162990252397,253,0,0
2009-2010,150162990253784,136,0,0
2009-2010,24047006X160000,70,0,4
2009-2010,080892000262001,265,1,0
2009-2010,080892000260001,162,0,0
2009-2010,080892000261001,98,0,0
2009-2010,041013210261001,292,0,0
2009-2010,041013210262002,365,1,2
2009-2010,041013210260001,317,0,2
2009-2010,150162990252398,1560,1,0
2009-2010,150162990252399,875,0,4
2009-2010,530903030160002,2090,0,3
2009-2010,530901080023001,285,1,1
2009-2010,150162990252400,383,0,0
2009-2010,500821870262010,371,0,0
2009-2010,140160790022001,400,0,0
2009-2010,48072110X010000,333,0,0
2009-2010,480721500253031,68,0,0
2009-2010,48072004Z260000,694,11,5
2009-2010,48072111X260000,264,0,4
2009-2010,48072078X050000,16,0,0
2009-2010,480723250262005,595,0,0
2009-2010,480721500250024,759,0,0
2009-2010,48072020Y100000,821,1,2
2009-2010,56099207U262003,449,2,4
2009-2010,56099207U260001,678,0,3
2009-2010,56099207U261002,498,1,6
2009-2010,170640050262015,464,2,6
2009-2010,140160970021004,870,1,11
2009-2010,150162990252864,481,0,0
2009-2010,040041000262007,312,0,1
2009-2010,310453000262021,733,0,1
2009-2010,390550610253001,480,0,0
2009-2010,150162990252402,250,0,1
2009-2010,560990860052015,505,0,1
2009-2010,150162990252940,275,0,0
2009-2010,15016299025003C,2195,1,0
2009-2010,35050012X100000,185,0,2
2009-2010,340490410041004,770,1,3
2009-2010,190222040262020,505,0,2
2009-2010,380652020262003,302,0,6
2009-2010,150162990252403,904,0,2
2009-2010,120510100262001,89,0,0
2009-2010,150162990250034,755,0,0
2009-2010,150162990250821,95,0,0
2009-2010,150162990250803,397,0,0
2009-2010,150162990252385,677,0,0
2009-2010,150162990252404,679,0,0
2009-2010,190220580022010,395,1,2
2009-2010,010750100262010,566,0,3
2009-2010,14016206X060000,172,0,0
2009-2010,150162990252289,453,1,0
2009-2010,300731010160001,465,0,0
2009-2010,300730500022001,335,0,0
2009-2010,300730500022002,270,0,0
2009-2010,540920040262002,364,0,1
2009-2010,190220330022004,517,0,0
2009-2010,56099365U262014,820,1,9
2009-2010,560990170022003,319,1,5
2009-2010,140161000022007,289,0,0
2009-2010,150162990252405,477,0,0
2009-2010,010750100260009,410,0,2
2009-2010,010750100262007,387,0,0
2009-2010,14016550X100000,26,0,0
2009-2010,14016908X160000,22,0,0
2009-2010,560992020220004,1310,0,1
2009-2010,140160620042010,383,0,0
2009-2010,560992020220001,2343,3,6
2009-2010,560992020220003,2059,0,6
2009-2010,560992020220002,2455,4,4
2009-2010,150162990252406,176,0,0
2009-2010,240473080261005,890,1,1
2009-2010,240470880260001,618,0,0
2009-2010,240470880261001,329,0,0
2009-2010,14016222X170000,53,0,0
2009-2010,150162990252951,324,0,0
2009-2010,56099073P003105,20,0,0
2009-2010,090101370022007,255,0,0
2009-2010,010750030262001,226,0,0
2009-2010,140160150042010,556,0,4
2009-2010,190222000262010,594,2,4
2009-2010,480720690022001,244,0,0
2009-2010,510841860252031,256,0,0
2009-2010,010750030260002,103,0,0
2009-2010,190220440022012,302,0,1
2009-2010,510840080260001,452,1,1
2009-2010,510840080261001,413,1,1
2009-2010,140160340042005,485,1,0
2009-2010,480720620022001,189,0,0
2009-2010,480720620021001,181,0,1
2009-2010,480720620022002,64,0,0
2009-2010,140161070022002,488,0,8
2009-2010,140161070021001,341,1,7
2009-2010,140160150041011,779,2,3
2009-2010,030030020262004,219,0,3
2009-2010,150162990252809,197,0,1
2009-2010,14016793X010000,51,0,0
2009-2010,15016299025226C,242,0,0
2009-2010,470712220260004,226,0,3
2009-2010,17053005X260000,76,3,0
2009-2010,170530900170001,851,0,0
2009-2010,170534290041001,396,0,0
2009-2010,500821050021001,257,0,0
2009-2010,200760010260001,146,0,0
2009-2010,200760010262002,410,0,0
2009-2010,150162990252408,186,0,0
2009-2010,14016375X100000,212,0,0
2009-2010,14016558X100000,316,0,1
2009-2010,040042000262004,297,0,1
2009-2010,380652020262006,317,0,2
2009-2010,380652020260001,388,0,1
2009-2010,380652020261003,203,0,2
2009-2010,150162990252409,1151,1,5
2009-2010,140161435022006,341,0,0
2009-2010,540920100262001,161,1,0
2009-2010,150162990252785,568,0,0
2009-2010,19022132Z010000,10,0,3
2009-2010,170530080260001,621,3,0
2009-2010,170530080261001,294,0,0
2009-2010,170530080262007,325,0,0
2009-2010,190222040263001,634,2,17
2009-2010,34049900025201C,363,3,8
2009-2010,450791340042001,190,0,0
2009-2010,090101160222007,330,1,2
2009-2010,140161350022007,448,1,5
2009-2010,190222030262007,569,4,5
2009-2010,340490960042004,408,0,0
2009-2010,440630460032001,616,0,12
2009-2010,440630460031001,351,0,3
2009-2010,041011330042001,402,1,5
2009-2010,440630260042006,774,1,5
2009-2010,140161260021005,355,0,0
2009-2010,310453010261002,412,0,0
2009-2010,140160980022001,896,1,0
2009-2010,240473080262011,569,1,6
2009-2010,440631550160004,1712,1,5
2009-2010,160194300262006,276,2,0
2009-2010,310453010262006,538,1,1
2009-2010,140161400021004,712,2,3
2009-2010,31045106X160000,15,0,0
2009-2010,140161440021002,664,0,0
2009-2010,170640050262016,581,0,2
2009-2010,190220660022004,429,0,4
2009-2010,310450460222048,449,3,2
2009-2010,340490460042006,420,1,4
2009-2010,090101970041001,55,0,0
2009-2010,090101970042001,70,0,0
2009-2010,090101970042002,122,0,0
2009-2010,440632000262010,339,0,4
2009-2010,410570090262022,412,1,0
2009-2010,200970050263002,79,0,0
2009-2010,150162990252410,197,0,0
2009-2010,150162990252411,184,0,0
2009-2010,150162990252958,804,0,0
2009-2010,140161440022001,157,0,0
2009-2010,14016908P003101,17,0,0
2009-2010,34049015X100000,262,0,0
2009-2010,28006005X260000,70,2,7
2009-2010,280065000150001,656,2,1
2009-2010,480723260262004,448,3,0
2009-2010,480723260260005,331,0,0
2009-2010,150162990252510,631,0,3
2009-2010,320461110253003,316,0,3
2009-2010,150162990253788,242,0,0
2009-2010,550980030262006,327,0,3
2009-2010,550980030260001,304,0,1
2009-2010,190221810042007,450,2,1
2009-2010,140162140170005,2248,4,7
2009-2010,150162990250534,1412,1,0
2009-2010,14016072Z010000,528,0,1
2009-2010,56099034Y100000,1166,2,7
2009-2010,56099013X100000,138,1,0
2009-2010,15016299025224C,407,0,0
2009-2010,140162090170001,1975,0,0
2009-2010,140162090170003,684,0,0
2009-2010,140162090170002,2605,2,5
2009-2010,150162990252412,668,0,0
2009-2010,14016782P003101,104,0,4
2009-2010,150162990252413,814,0,0
2009-2010,150162990252414,292,0,0
2009-2010,430785350262006,253,0,2
2009-2010,430785350262004,199,1,2
2009-2010,430785350260002,280,0,0
2009-2010,430785350261001,198,1,3
2009-2010,19022153X170000,84,0,2
2009-2010,49081009Y260000,44,0,0
2009-2010,14016604X100000,584,0,0
2009-2010,14016605X100000,350,2,1
2009-2010,14016606X100000,467,0,0
2009-2010,14016073Y100000,498,0,1
2009-2010,14016553X100000,285,0,0
2009-2010,14016607X100000,196,0,0
2009-2010,34049079Z270000,189,2,0
2009-2010,140161170023001,356,0,2
2009-2010,01001025Z260000,56,1,4
2009-2010,010011720221003,1423,20,5
2009-2010,01001012Y100000,409,0,2
2009-2010,010011720220003,1540,6,4
2009-2010,490810410252020,302,0,0
2009-2010,490810410252012,311,0,0
2009-2010,041012050252063,376,0,2
2009-2010,330482080262001,183,0,1
2009-2010,330482080262003,106,0,0
2009-2010,330482080261001,113,0,0
2009-2010,330482080260001,230,0,0
2009-2010,330482080262006,95,0,0
2009-2010,150162990250826,555,0,0
2009-2010,130580010032001,242,1,0
2009-2010,04101069X200000,93,0,0
2009-2010,54092025X010000,25,0,0
2009-2010,041011220222010,458,0,0
2009-2010,030262040262001,407,0,1
2009-2010,030262040260002,135,1,0
2009-2010,190222030262015,502,3,2
2009-2010,150162990252807,685,1,0
2009-2010,530900980022001,203,0,0
2009-2010,350500650042001,100,0,0
2009-2010,090101930170001,753,1,4
2009-2010,14016915Z020000,137,0,4
2009-2010,150162990252416,484,1,1
2009-2010,340491120022004,308,0,4
2009-2010,150162990252417,636,2,2
2009-2010,190220100022003,336,0,4
2009-2010,340491160262001,726,0,0
2009-2010,100680020262005,163,0,2
2009-2010,280061150022006,221,1,1
2009-2010,470521700221001,803,0,6
2009-2010,150162990252419,393,0,1
2009-2010,140161580022006,327,1,0
2009-2010,140162200170001,1908,2,0
2009-2010,190222040262012,690,0,19
2009-2010,450791320262002,612,0,1
2009-2010,450791320260001,455,0,0
2009-2010,14016228P003101,14,0,0
2009-2010,120510100260001,302,0,0
2009-2010,340491120022006,347,0,5
2009-2010,320460020262006,110,0,1
2009-2010,150162990252420,209,0,0
2009-2010,56099255U260001,612,0,2
2009-2010,56099255U262001,522,1,2
2009-2010,56099255U261001,399,0,0
2009-2010,56099255U262002,301,1,3
2009-2010,14016076Y100000,353,0,0
2009-2010,150162990252421,1512,0,0
2009-2010,150162990252422,1304,1,1
2009-2010,14016996X260000,14,0,0
2009-2010,190220150022003,474,0,1
2009-2010,14016077Y100000,696,0,0
2009-2010,31045048X060000,60,0,0
2009-2010,150162990252423,408,0,0
2009-2010,490813000262007,160,0,2
2009-2010,35050002Z260000,42,0,0
2009-2010,140160845022001,617,0,0
2009-2010,140162270170002,1571,0,0
2009-2010,140162270170001,1147,0,5
2009-2010,140162270170003,1394,0,5
2009-2010,140161110022002,302,0,0
2009-2010,440630470041006,1044,0,7
2009-2010,560992020221006,925,0,1
2009-2010,150162990250536,586,0,0
2009-2010,56099088A022001,518,0,3
2009-2010,56099088A021001,414,0,1
2009-2010,310453030262006,343,0,0
2009-2010,440630020032001,541,1,8
2009-2010,440631570160001,783,2,10
2009-2010,140161620022010,161,1,1
2009-2010,480721500250025,1369,2,1
2009-2010,140161680041003,567,0,0
2009-2010,150162990250828,394,0,0
2009-2010,490810410252006,286,0,0
2009-2010,490810410252019,328,0,4
2009-2010,110150020262016,781,1,4
2009-2010,14016346X010000,37,0,0
2009-2010,140161275022003,453,0,4
2009-2010,310450460222031,514,0,3
2009-2010,140161420022002,249,0,3
2009-2010,560992020222012,815,0,11
2009-2010,140160590042020,321,0,1
2009-2010,540920040262003,180,0,0
2009-2010,140161275022004,474,0,0
2009-2010,510841860252032,400,0,0
2009-2010,170640190262002,285,0,0
2009-2010,480723230262005,430,1,2
2009-2010,170640190260001,203,0,0
2009-2010,170640190261001,144,0,1
2009-2010,56099053Z020000,142,0,10
2009-2010,140162340160001,853,0,0
2009-2010,490810370022008,373,1,1
2009-2010,490810410252016,325,1,0
2009-2010,440630180042001,309,1,2
2009-2010,140161520023001,203,0,0
2009-2010,440630120262002,527,0,10
2009-2010,550980020261002,219,0,0
2009-2010,080432100262003,229,0,1
2009-2010,080432100260002,159,0,0
2009-2010,080432100261001,111,0,0
2009-2010,140160260021006,567,1,2
2009-2010,14016113A022004,538,0,2
2009-2010,560992020222009,925,0,12
2009-2010,190222030262016,489,3,5
2009-2010,041012050252051,592,0,0
2009-2010,490811000262007,567,5,4
2009-2010,550980140022001,75,0,0
2009-2010,490811000261002,246,0,3
2009-2010,140161480022002,167,0,1
2009-2010,490811000260001,370,0,1
2009-2010,14016228P003104,22,0,0
2009-2010,140162080170001,1464,5,8
2009-2010,510840140262003,655,2,1
2009-2010,510840140260001,468,1,0
2009-2010,510840140261001,447,0,0
2009-2010,041013200262004,247,0,2
2009-2010,440630150042005,777,1,2
2009-2010,34049009X160000,98,0,0
2009-2010,34049120X010000,56,0,0
2009-2010,431020600260001,177,1,7
2009-2010,431020600261002,176,1,4
2009-2010,530900850022001,191,2,0
2009-2010,480721500253001,80,0,0
2009-2010,56099365U262001,867,1,2
2009-2010,190222040262005,429,2,9
2009-2010,340491180262005,843,0,1
2009-2010,340490600261004,752,0,1
2009-2010,140160210042004,618,0,2
2009-2010,140160590042009,425,0,2
2009-2010,320460530022001,282,0,1
2009-2010,140160540041012,580,1,3
2009-2010,140161525021002,230,0,0
2009-2010,39055061025201C,277,0,0
2009-2010,150162990250810,232,0,0
2009-2010,090100040262017,519,0,2
2009-2010,150162990250766,1210,1,0
2009-2010,140161090022004,637,0,2
2009-2010,150162990252724,253,0,0
2009-2010,120170020260001,497,1,3
2009-2010,470712310041002,519,0,3
2009-2010,470712120170001,1027,0,5
2009-2010,51084003A262003,739,1,4
2009-2010,51084003A260001,670,0,2
2009-2010,51084003A261002,325,0,1
2009-2010,51084003A262004,524,1,1
2009-2010,041011220222008,446,0,0
2009-2010,550980130021004,296,0,0
2009-2010,550983010170001,705,0,3
2009-2010,490810410250001,1659,0,0
2009-2010,560990840022001,271,0,0
2009-2010,04101023Z260000,1125,5,23
2009-2010,041012050250002,1478,0,0
2009-2010,041012050252086,1262,0,0
2009-2010,04101088X230000,99,1,0
2009-2010,04101022Z060000,890,0,3
2009-2010,340490700022006,350,1,1
2009-2010,490813000260001,440,0,5
2009-2010,490813000261002,192,1,1
2009-2010,041011400042001,487,1,1
2009-2010,150162990252426,730,1,1
2009-2010,450670050262004,623,0,3
2009-2010,530901020022001,194,0,0
2009-2010,14016738X160000,315,0,0
2009-2010,53090063P003102,19,0,0
2009-2010,53090063P003103,54,0,0
2009-2010,53090063P003104,37,0,0
2009-2010,53090063P003101,19,0,0
2009-2010,480721500251001,300,1,1
2009-2010,041012050252054,549,1,3
2009-2010,140162140170007,1942,3,0
2009-2010,250410020042001,303,0,0
2009-2010,56099365U260008,1880,1,1
2009-2010,140160390022006,539,0,2
2009-2010,14016674X160000,160,0,3
2009-2010,340490720022001,164,1,3
2009-2010,400310030262002,261,0,0
2009-2010,041012050253075,423,0,0
2009-2010,140160890022008,394,0,0
2009-2010,140161480022005,338,0,1
2009-2010,140161700022002,496,0,3
2009-2010,490810400222021,328,1,3
2009-2010,500821180022009,347,1,0
2009-2010,150162990250035,1452,0,0
2009-2010,140161480021002,231,1,3
2009-2010,480721500252028,626,0,0
2009-2010,140160880021007,597,0,0
2009-2010,140160900021002,612,1,5
2009-2010,150162990252869,162,0,0
2009-2010,140161470021001,436,0,0
2009-2010,31045019Y100000,478,3,2
2009-2010,041011310041002,740,0,2
2009-2010,310451310222012,378,1,0
2009-2010,19022097X160000,50,0,3
2009-2010,190220120021005,221,0,0
2009-2010,140160780022001,265,0,0
2009-2010,270942380262004,149,0,0
2009-2010,270000000003101,3,0,0
2009-2010,340492200262006,484,2,5
2009-2010,150162990252427,375,0,0
2009-2010,540920070262001,258,0,0
2009-2010,340491160262004,539,0,0
2009-2010,340491160261003,965,0,0
2009-2010,340491160260006,1911,0,7
2009-2010,46069004Y100000,131,0,0
2009-2010,150162990252962,149,0,0
2009-2010,410570010261001,447,3,0
2009-2010,410570010260001,622,2,0
2009-2010,190220930042004,342,1,1
2009-2010,140160830022004,595,0,0
2009-2010,14016925Z010000,244,1,0
2009-2010,150162990253735,112,1,0
2009-2010,150162990252428,445,0,0
2009-2010,150162990252867,960,0,0
2009-2010,140160590042018,447,0,0
2009-2010,100680120262006,187,0,0
2009-2010,170200180262003,294,1,0
2009-2010,350502300042001,78,0,0
2009-2010,140160740022003,407,0,0
2009-2010,150162990252429,330,0,0
2009-2010,150162990252432,505,0,0
2009-2010,140160950021001,370,0,0
2009-2010,53090063P003105,19,0,0
2009-2010,150162990252828,597,0,0
2009-2010,10011001X100000,160,0,2
2009-2010,19022052X100000,251,3,12
2009-2010,03025003X100000,221,0,1
2009-2010,14016500X100000,129,0,0
2009-2010,14016526X100000,306,0,0
2009-2010,14016535X100000,153,0,0
2009-2010,51084011Y100000,791,1,0
2009-2010,150162990253780,410,0,0
2009-2010,14016230X050000,277,0,1
2009-2010,150162990252706,422,1,0
2009-2010,130586000160001,824,1,2
2009-2010,46069005X060000,117,0,1
2009-2010,17053028Y140000,20,0,0
2009-2010,20097005P003101,34,0,0
2009-2010,140160590042019,422,1,2
2009-2010,190220480022001,121,0,0
2009-2010,310451010221002,1519,4,9
2009-2010,14016067X100000,98,0,0
2009-2010,14016970X100000,75,0,0
2009-2010,140161520022007,221,0,0
2009-2010,510841860252033,293,0,0
2009-2010,190222050261012,732,6,2
2009-2010,14016888X010000,21,0,2
2009-2010,130585010262002,315,1,0
2009-2010,150162990252914,1182,0,0
2009-2010,130585010261002,83,0,0
2009-2010,130585010260001,155,0,0
2009-2010,140161720022001,443,0,1
2009-2010,160194300260001,776,0,3
2009-2010,160194300261001,574,1,0
2009-2010,090100030262004,376,0,1
2009-2010,390550090260001,231,0,1
2009-2010,390550090261001,178,0,0
2009-2010,14016521X100000,156,0,0
2009-2010,34049035X100000,158,0,0
2009-2010,170640870253001,215,0,0
2009-2010,340490950262006,445,3,4
2009-2010,24032060C042001,759,2,6
2009-2010,560990860052024,1017,0,0
2009-2010,150162990252829,1305,0,0
2009-2010,150162990252434,532,0,0
2009-2010,140161620022008,438,0,0
2009-2010,140161940022005,338,0,0
2009-2010,170534380042001,134,0,0
2009-2010,150162990252435,2080,1,0
2009-2010,150162990252436,625,0,0
2009-2010,080432110262001,127,0,0
2009-2010,080432110260002,76,1,0
2009-2010,080432110261001,47,0,0
2009-2010,150162990252438,1067,0,0
2009-2010,140161450022003,289,1,0
2009-2010,190220450022011,534,1,3
2009-2010,14016479Z200000,1226,1,15
2009-2010,140162110170004,2473,1,2
2009-2010,190222020262004,429,0,3
2009-2010,130581350022008,205,0,0
2009-2010,54092009Y100000,180,1,1
2009-2010,150162990252442,222,0,0
2009-2010,150162990252443,114,2,0
2009-2010,310451290222014,511,0,3
2009-2010,140161330023001,43,0,0
2009-2010,150162990250806,331,0,0
2009-2010,150162990250835,353,0,0
2009-2010,34049026X100000,563,0,2
2009-2010,150162990250805,333,0,0
2009-2010,150162990250804,374,0,0
2009-2010,150162990252444,1147,1,0
2009-2010,150162990250036,2162,0,0
2009-2010,14016275X010000,92,0,0
2009-2010,500820190262006,787,0,2
2009-2010,140160830022002,538,0,0
2009-2010,190222030262014,444,0,2
2009-2010,190222040261006,1136,1,2
2009-2010,130580100042003,223,0,2
2009-2010,350501700041001,248,0,5
2009-2010,350501700042001,301,0,10
2009-2010,350501600170001,479,0,4
2009-2010,150162990250814,95,0,0
2009-2010,150162990250037,1064,2,0
2009-2010,350500020262003,223,1,0
2009-2010,350500020260001,258,2,0
2009-2010,140161610022006,379,0,7
2009-2010,210281960262001,378,0,2
2009-2010,210281960260001,231,0,0
2009-2010,210281960261001,172,0,0
2009-2010,340490950262003,439,3,2
2009-2010,040041000262010,725,1,4
2009-2010,14016026Y100000,278,0,0
2009-2010,19022131X160000,31,3,6
2009-2010,49081006X100000,593,1,1
2009-2010,19022025X160000,227,0,7
2009-2010,140161050022004,208,0,0
2009-2010,35050057X110000,4,0,0
2009-2010,150162990252446,888,0,0
2009-2010,041013230262006,160,1,1
2009-2010,150162990252447,399,0,0
2009-2010,010010010262002,293,0,0
2009-2010,010010010260001,253,0,2
2009-2010,15016299025203C,891,0,16
2009-2010,160194250262002,238,0,0
2009-2010,320460530022002,337,1,1
2009-2010,240320540021006,381,1,7
2009-2010,140160270022004,258,0,0
2009-2010,020910840262004,100,0,0
2009-2010,020910840262005,88,0,0
2009-2010,020910840260001,169,0,0
