Year,Site Name,County,Enrollment,PBE
2015-2016,MID-COLUMBIA CHILDRENS COUNCIL - PETERSBURG,GILLIAM/SHERMAN/WASCO,34,0
2015-2016,MOSIER COMMUNITY SCHOOL,GILLIAM/SHERMAN/WASCO,135,14
2015-2016,MOSIER MIDDLE SCHOOL,GILLIAM/SHERMAN/WASCO,78,5
2015-2016,NORTH WASCO VIRTUAL ACADEMY,GILLIAM/SHERMAN/WASCO,44,0
2015-2016,OCDC,GILLIAM/SHERMAN/WASCO,64,0
2015-2016,SHERMAN COUNTY JR/ HIGH SCHOOL,GILLIAM/SHERMAN/WASCO,114,5
2015-2016,SHERMAN COUNTY PRESCHOOL,GILLIAM/SHERMAN/WASCO,10,0
2015-2016,SHERMAN ELEMENTARY,GILLIAM/SHERMAN/WASCO,135,4
2015-2016,SONRISE ACADEMY,GILLIAM/SHERMAN/WASCO,68,5
2015-2016,SOUTH WASCO COUNTY JR/HIGH SCHOOL,GILLIAM/SHERMAN/WASCO,116,2
2015-2016,ST. MARY'S ACADEMY,GILLIAM/SHERMAN/WASCO,173,0
2015-2016,START SMART,GILLIAM/SHERMAN/WASCO,14,0
2015-2016,SUNSHINE PRESCHOOL,GILLIAM/SHERMAN/WASCO,71,1
2015-2016,THE DALLES HEAD START/MID-COLUMBIA CHILDREN'S COUN,GILLIAM/SHERMAN/WASCO,93,0
2015-2016,THE DALLES HIGH SCHOOL,GILLIAM/SHERMAN/WASCO,816,20
2015-2016,THE DALLES MIDDLE SCHOOL,GILLIAM/SHERMAN/WASCO,594,32
2015-2016,WAHTONKA COMMUNITY SCHOOL,GILLIAM/SHERMAN/WASCO,55,5
2015-2016,WAHTONKA EARLY HEAD START/MID COLUMBIA CHILDRENS C,GILLIAM/SHERMAN/WASCO,18,0
2015-2016,WAHTONKA HEAD START - MID COLUMBIA CHILDRENS COUNC,GILLIAM/SHERMAN/WASCO,16,0
2015-2016,WASCO PRESCHOOL,GILLIAM/SHERMAN/WASCO,16,1
2015-2016,A CHILD'S WAY PRESCHOOL AND KINDERGARDEN,WASHINGTON  ,288,23
2015-2016,A FEW GREAT KIDS,WASHINGTON  ,16,5
2015-2016,A LITTLE DREAMERS CHILDCARE,WASHINGTON  ,14,0
2015-2016,ABC CHILDRENS ACADEMY,WASHINGTON  ,35,0
2015-2016,ADVENTURE LEARNING,WASHINGTON  ,15,0
2015-2016,ADVENTUROUS MINDS CHILDCARE,WASHINGTON  ,18,0
2015-2016,ADVENTUROUS MINDS CHILDCARE 2,WASHINGTON  ,19,0
2015-2016,AGIA SOPHIA ACADEMY,WASHINGTON  ,50,10
2015-2016,ALBERTA RIDER ELEMENTARY,WASHINGTON  ,581,0
2015-2016,ALL THE COLORS WE ARE,WASHINGTON  ,11,2
2015-2016,ALOHA CHRISTIAN PRESCHOOL,WASHINGTON  ,48,0
2015-2016,ALOHA HIGH SCHOOL,WASHINGTON  ,"2,045",35
2015-2016,ALOHA-HUBER PARK SCHOOL,WASHINGTON  ,990,16
2015-2016,AMAZING MINDS ACADEMY,WASHINGTON  ,17,1
2015-2016,AMIGUITOS WESTSIDE,WASHINGTON  ,46,8
2015-2016,ANGELITOS CHILD CARE,WASHINGTON  ,12,0
2015-2016,ANGELS ACADEMY LLC,WASHINGTON  ,63,0
2015-2016,ANGIE'S HAPPY LEARNING DAYCARE,WASHINGTON  ,10,0
2015-2016,ARCHER GLEN  ELEMENTARY,WASHINGTON  ,471,24
2015-2016,ARCO IRIS SPANISH IMMERSION SCHOOL,WASHINGTON  ,240,19
2015-2016,ARI'S ACADEMY,WASHINGTON  ,18,1
2015-2016,ARTS AND COMMUNICATIONS,WASHINGTON  ,723,37
2015-2016,BANKS CHRISTIAN ACADEMY,WASHINGTON  ,32,4
2015-2016,BANKS ELEMENTARY SCHOOL,WASHINGTON  ,432,20
2015-2016,BANKS HIGH SCHOOL,WASHINGTON  ,377,9
2015-2016,BANKS MIDDLE SCHOOL,WASHINGTON  ,294,8
2015-2016,BARNES ELEMENTARY,WASHINGTON  ,718,9
2015-2016,BARNES MILLER CHILD DEVELOPMENT CENTER,WASHINGTON  ,86,7
2015-2016,BASELINE LEARNING TREE DAY SCHOOL,WASHINGTON  ,66,1
2015-2016,BEAVER ACRES ELEMENTARY,WASHINGTON  ,772,24
2015-2016,BEAVERTON CHRISTIAN PRESCHOOL AND KINDERGARDEN,WASHINGTON  ,153,5
2015-2016,BEAVERTON HIGH SCHOOL,WASHINGTON  ,"1,706",34
2015-2016,BEE BOPS LITTLE HOUSE LLC / BUMBLE BABIES,WASHINGTON  ,15,2
2015-2016,BEE BOPS LITTLE HOUSE LLC / BUSY BEES,WASHINGTON  ,18,1
2015-2016,BEE BOPS LITTLE HOUSE LLC / LIL' TOTS,WASHINGTON  ,16,2
2015-2016,BETHANY ELEMENTARY,WASHINGTON  ,517,24
2015-2016,BETHANY VILLAGE MONTESSORI SCHOOL,WASHINGTON  ,132,6
2015-2016,BETHLEHEM LUTHERAN PRESCHOOL,WASHINGTON  ,45,1
2015-2016,BLUE FROGS JUMP LLC,WASHINGTON  ,10,5
2015-2016,BLUE SKIES & BUTTERFLIES,WASHINGTON  ,46,1
2015-2016,BONNY SLOPE ELEMENTARY,WASHINGTON  ,648,29
2015-2016,BRIDGEPORT ELEMENTARY SCHOOL,WASHINGTON  ,502,10
2015-2016,BRIGHT HORIZONS,WASHINGTON  ,137,11
2015-2016,BROOKWOOD ELEMENTARY SCHOOL,WASHINGTON  ,399,5
2015-2016,BROWN MIDDLE SCHOOL,WASHINGTON  ,707,8
2015-2016,BULL MOUNTAIN MONTESSORI,WASHINGTON  ,25,0
2015-2016,BUMBLE BEE PRESCHOOL &  DAYCARE,WASHINGTON  ,37,0
2015-2016,BUTTERNUT CREEK ELEMENTARY,WASHINGTON  ,379,4
2015-2016,BYROM ELEMENTARY,WASHINGTON  ,523,17
2015-2016,C. VIVIAN STRINGER CHILD DEVELOPMENT CENTER,WASHINGTON  ,295,36
2015-2016,CALVARY LUTHERAN PRESCHOOL,WASHINGTON  ,50,1
2015-2016,CARDEN CASCADE ACADEMY,WASHINGTON  ,99,7
2015-2016,CARE-A-LOT (2),WASHINGTON  ,50,0
2015-2016,CARITA'S DAY SCHOOL,WASHINGTON  ,12,0
2015-2016,CARRIE'S FUN CARE LLC,WASHINGTON  ,15,0
2015-2016,CATLIN GABEL LOWER SCHOOL,WASHINGTON  ,202,21
2015-2016,CATLIN GABEL SCHOOL - BEGINNING,WASHINGTON  ,58,3
2015-2016,CATLIN GABEL SCHOOL - UPPER,WASHINGTON  ,311,9
2015-2016,CATLIN GABEL SCHOOL-MIDDLE,WASHINGTON  ,187,0
2015-2016,CEDAR HILLS COOPERATIVE KINDER + PRESCHOOL,WASHINGTON  ,82,17
2015-2016,CEDAR MILL ELEMENTARY,WASHINGTON  ,337,23
2015-2016,CEDAR PARK MIDDLE SCHOOL,WASHINGTON  ,"1,040",34
2015-2016,CENTURY HIGH SCHOOL,WASHINGTON  ,"1,621",13
2015-2016,CHARLES F TIGARD ELEMENTARY,WASHINGTON  ,526,18
2015-2016,CHEHALEM ELEMENTARY,WASHINGTON  ,487,5
2015-2016,CHICKADEE MONTESSORI LLC,WASHINGTON  ,15,4
2015-2016,CHILDREN'S DISCOVERY SCHOOL,WASHINGTON  ,30,0
2015-2016,CHILDREN'S LEARNING ACADEMY,WASHINGTON  ,52,3
2015-2016,CHILDREN'S PARK LEARNING CENTER,WASHINGTON  ,36,0
2015-2016,CHILDREN'S TIME PRESCHOOL,WASHINGTON  ,66,0
2015-2016,CHILDREN'S VILLAGE DAY SCHOOL,WASHINGTON  ,49,4
2015-2016,CHILDREN'S VILLAGE DAY SCHOOL - PARK,WASHINGTON  ,38,0
2015-2016,CHRIST THE KING LUTHERAN PRESCHOOL,WASHINGTON  ,30,3
2015-2016,CHRIST UNITED METHODIST PRESCHOOL,WASHINGTON  ,29,0
2015-2016,CITY VIEW CHARTER SCHOOL,WASHINGTON  ,191,12
2015-2016,CJ'S MOTHERS TOUCH PRESCHOOL & DAYCARE,WASHINGTON  ,14,0
2015-2016,COMMUNITY ACTION HEAD START,WASHINGTON  ,899,15
2015-2016,CONESTOGA  MIDDLE,WASHINGTON  ,868,30
2015-2016,CONTINUING EDUCATION FOR YOUNG PARENTS (CEYP) BABI,WASHINGTON  ,26,1
2015-2016,COOPER MOUNTAIN ELEMENTARY,WASHINGTON  ,512,15
2015-2016,COR DEO CHRISTIAN ACADEMY,WASHINGTON  ,235,38
2015-2016,CORDERO RESIDENTIAL TREATMENT,WASHINGTON  ,12,0
2015-2016,CORNELIUS ELEMENTARY,WASHINGTON  ,455,2
2015-2016,CORNERSTONE CHILDCARE CENTER,WASHINGTON  ,35,1
2015-2016,CORNERSTONE MONTESSORI,WASHINGTON  ,15,2
2015-2016,COUNTRY KIDS LEARNING CENTER,WASHINGTON  ,19,0
2015-2016,COZY COTTAGE PRESCHOOL,WASHINGTON  ,81,4
2015-2016,CREATE,WASHINGTON  ,20,0
2015-2016,CREATIVE CHILDREN'S CENTER,WASHINGTON  ,50,9
2015-2016,CREATIVE KIDS PRESCHOOL & CHILDCARE,WASHINGTON  ,25,1
2015-2016,CRESCERE KIDS EARLY CHILDHOOD CENTER,WASHINGTON  ,11,1
2015-2016,CROCODILE KIDS PRESCHOOL & CHILD CARE,WASHINGTON  ,17,0
2015-2016,CROSSRIDGE MONTESSORI PRESCHOOL AND KINDERGARTEN,WASHINGTON  ,14,2
2015-2016,"CURIOUS CADETS ACADEMY, LLC",WASHINGTON  ,16,0
2015-2016,DAY TREATMENT PROGRAM,WASHINGTON  ,40,1
2015-2016,DEER CREEK ELEMENTARY,WASHINGTON  ,581,18
2015-2016,DILLEY ELEMENTARY,WASHINGTON  ,276,6
2015-2016,DOCTORS LUCE DAYCARE (THE),WASHINGTON  ,92,0
2015-2016,DURHAM EDUCATION CENTER,WASHINGTON  ,70,1
2015-2016,DURHAM EDUCATION CENTER CHILDCARE,WASHINGTON  ,12,0
2015-2016,DURHAM ELEMENTARY,WASHINGTON  ,565,16
2015-2016,DURHAM LEARNING TREE,WASHINGTON  ,61,2
2015-2016,EARLY LEARNING COMMUNITY AT PACIFIC UNIVERSITY,WASHINGTON  ,77,4
2015-2016,EASTWOOD ELEMENTARY,WASHINGTON  ,527,14
2015-2016,ECHO SHAW ELEMENTARY,WASHINGTON  ,347,3
2015-2016,EDUCATION IMAGINATION DAYCARE,WASHINGTON  ,10,2
2015-2016,EDY RIDGE ELEMENTARY,WASHINGTON  ,685,20
2015-2016,EL PILAR SCHOOL,WASHINGTON  ,31,4
2015-2016,EL TRENCITO / THE LITTLE TRAIN,WASHINGTON  ,11,0
2015-2016,ELMONICA ELEMENTARY,WASHINGTON  ,567,14
2015-2016,EMMAUS CHRISTIAN SCHOOL,WASHINGTON  ,166,8
2015-2016,ERROL HASSELL ELEMENTARY,WASHINGTON  ,479,20
2015-2016,EVERGREEN MIDDLE SCHOOL,WASHINGTON  ,827,6
2015-2016,FAITH BIBLE CHRISTIAN SCHOOL,WASHINGTON  ,268,24
2015-2016,FALCONS NEST PRESCHOOL @ LIBERTY HIGH SCHOOL,WASHINGTON  ,16,0
2015-2016,FARMINGTON VIEW ELEMENTARY,WASHINGTON  ,295,10
2015-2016,FERN HILL ELEMENTARY,WASHINGTON  ,367,0
2015-2016,FINDLEY ELEMENTARY,WASHINGTON  ,821,19
2015-2016,FIR GROVE ELEMENTARY,WASHINGTON  ,497,15
2015-2016,FIVE OAKS MIDDLE SCHOOL,WASHINGTON  ,"1,011",25
2015-2016,FORBES CHILDCARE AND PRESCHOOL,WASHINGTON  ,10,0
2015-2016,FOREST GROVE COMMUNITY SCHOOL,WASHINGTON  ,194,19
2015-2016,FOREST GROVE HIGH SCHOOL,WASHINGTON  ,"1,852",33
2015-2016,FOREST HILLS LUTHERAN SCHOOL,WASHINGTON  ,185,2
2015-2016,FOWLER MIDDLE SCHOOL,WASHINGTON  ,814,18
2015-2016,FREE ORCHARDS ELEMENTARY,WASHINGTON  ,435,6
2015-2016,FUNNY FARM EARLY LEARNING CENTER,WASHINGTON  ,22,3
2015-2016,FUNTASTIC CHILDCARE,WASHINGTON  ,53,1
2015-2016,GAARDE CHRISTIAN SCHOOL,WASHINGTON  ,209,3
2015-2016,GASTON ELEMENTARY,WASHINGTON  ,260,18
2015-2016,GASTON JR. SR HIGH SCHOOL,WASHINGTON  ,292,7
2015-2016,GENERATIONS MONTESSORI BILINGUAL CHILDCARE,WASHINGTON  ,10,0
2015-2016,GENTOG LLC,WASHINGTON  ,34,4
2015-2016,GERMAN AMERICAN SCHOOL OF PORTLAND,WASHINGTON  ,171,15
2015-2016,GLENCOE HIGH SCHOOL,WASHINGTON  ,"1,626",26
2015-2016,GLENCOE HIGHSCHOOL TIDE-E-TOTS,WASHINGTON  ,28,1
2015-2016,GOOD APPLE CHILDCARE,WASHINGTON  ,10,0
2015-2016,GOODTIME CHINESE SCHOOL,WASHINGTON  ,22,0
2015-2016,GREENLEAF CHILD DEVELOPMENT COMMUNITY LLC,WASHINGTON  ,15,0
2015-2016,GREENWAY ELEMENTARY,WASHINGTON  ,401,16
2015-2016,GRONER ELEMENTARY,WASHINGTON  ,146,5
2015-2016,GROWING WITH PRIDE PRESCHOOL,WASHINGTON  ,27,0
2015-2016,GROWING WITH PRIDE PRESCHOOL #2,WASHINGTON  ,55,0
2015-2016,HALL BLVD. LEARNING TREE,WASHINGTON  ,57,5
2015-2016,HAPPY HEARTS PRESCHOOL,WASHINGTON  ,36,1
2015-2016,HAPPY HOLLOW CHILDREN'S CENTER,WASHINGTON  ,53,2
2015-2016,HARVEY CLARKE ELEMENTARY,WASHINGTON  ,513,18
2015-2016,HAWTHORNE FARM LEARNING YEARS #1,WASHINGTON  ,90,0
2015-2016,HAWTHORNE FARM LEARNING YEARS #2,WASHINGTON  ,119,0
2015-2016,HAZELBROOK MIDDLE SCHOOL,WASHINGTON  ,992,18
2015-2016,HAZELDALE ELEMENTARY,WASHINGTON  ,439,15
2015-2016,HEALTH & SCIENCE SCHOOL,WASHINGTON  ,670,10
2015-2016,HEARTS FOR CHILDREN,WASHINGTON  ,12,0
2015-2016,HEAVEN SENT CHILDCARE,WASHINGTON  ,10,0
2015-2016,HEAVEN SENT CHILDCARE & PRESCHOOL,WASHINGTON  ,13,0
2015-2016,HEIDI BALL,WASHINGTON  ,39,0
2015-2016,HIGHLAND PARK MIDDLE SCHOOL,WASHINGTON  ,883,18
2015-2016,HILLSBORO HIGH SCHOOL,WASHINGTON  ,"1,357",20
2015-2016,HILLSBORO ONLINE ACADEMY,WASHINGTON  ,177,16
2015-2016,HILLSBORO PARENT PRESCHOOL,WASHINGTON  ,36,5
2015-2016,HITEON ELEMENTARY,WASHINGTON  ,692,36
2015-2016,HOLY TRINITY CATHOLIC SCHOOL,WASHINGTON  ,310,11
2015-2016,HOME SWEET HOME,WASHINGTON  ,15,0
2015-2016,HOME SWEET HOME PRESCHOOL,WASHINGTON  ,19,0
2015-2016,HOPE CHINESE CHARTER SCHOOL,WASHINGTON  ,114,8
2015-2016,HORIZON CHRISTIAN ELEMENTARY AND MIDDLE,WASHINGTON  ,340,25
2015-2016,HORIZON CHRISTIAN HIGH SCHOOL,WASHINGTON  ,159,11
2015-2016,HORIZON CHRISTIAN LEARNING CENTER,WASHINGTON  ,62,1
2015-2016,HOUSE OF MONTESSORI,WASHINGTON  ,16,0
2015-2016,IMLAY ELEMENTARY,WASHINGTON  ,531,18
2015-2016,INCH BY INCH CHILD DEVELOPMENT CENTER #2,WASHINGTON  ,18,0
2015-2016,INDIAN HILLS ELEMENTARY,WASHINGTON  ,497,9
2015-2016,INTERNATIONAL SCHOOL OF BEAVERTON ( ISB ),WASHINGTON  ,864,15
2015-2016,ISLAMIC SCHOOL OF MUSLIM EDUCATIONAL TRUST (ISMET),WASHINGTON  ,150,4
2015-2016,J CLYDE HOPKINS ELEMENTARY SCHOOL,WASHINGTON  ,556,18
2015-2016,JACKSON ELEMENTARY,WASHINGTON  ,564,17
2015-2016,JACOB WISMER ELEMENTARY,WASHINGTON  ,714,15
2015-2016,JAMES TEMPLETON ELEMENTARY,WASHINGTON  ,573,28
2015-2016,JEN'S LITTLE HANDS DAYCARE,WASHINGTON  ,18,0
2015-2016,JESUIT HIGH SCHOOL,WASHINGTON  ,"1,279",13
2015-2016,JOSEPH GALE ELEMENTARY SCHOOL,WASHINGTON  ,363,17
2015-2016,JUST LIKE MOM DAYCARE,WASHINGTON  ,12,0
2015-2016,KATERPILLAR KIDS DAYCARE,WASHINGTON  ,10,0
2015-2016,KIDS ACADEMY,WASHINGTON  ,29,0
2015-2016,KIDS CAMPUS (3),WASHINGTON  ,60,0
2015-2016,KIDS CAMPUS TIGARD,WASHINGTON  ,29,0
2015-2016,KIDS CAMPUS-RALEIGH HILLS (4),WASHINGTON  ,40,0
2015-2016,KIDS DISCOVERY ACADEMY,WASHINGTON  ,49,0
2015-2016,KIDS INCORPORATED LEARNING CENTER,WASHINGTON  ,94,0
2015-2016,KIDS OF THE HARVEST PRESCHOOL,WASHINGTON  ,33,4
2015-2016,KIDS OF THE KINGDOM CHRISTIAN PRESCHOOL AND KINDER,WASHINGTON  ,24,1
2015-2016,KIDZONE,WASHINGTON  ,11,2
2015-2016,KINDER PREP PRIVATE PRESCHOOL,WASHINGTON  ,17,0
2015-2016,KINDERCARE LEARNING CENTER - CEDAR HILLS,WASHINGTON  ,110,1
2015-2016,KINDERCARE LEARNING CENTER -BASELINE,WASHINGTON  ,76,1
2015-2016,KINDERCARE LEARNING CENTER -CORNELL,WASHINGTON  ,80,0
2015-2016,KINDERCARE LEARNING CENTER -FARMINGTON,WASHINGTON  ,56,3
2015-2016,KINDERCARE LEARNING CENTER -HALL BLVD,WASHINGTON  ,61,0
2015-2016,KINDERCARE LEARNING CENTER -TIGARD,WASHINGTON  ,75,0
2015-2016,KINDERCARE LEARNING CENTER -TUALATIN,WASHINGTON  ,75,0
2015-2016,KINDERCARE LEARNING CENTER -WU,WASHINGTON  ,101,0
2015-2016,KINNAMAN ELEMENTARY,WASHINGTON  ,710,17
2015-2016,KNOWLEDGE BEGINNINGS,WASHINGTON  ,112,0
2015-2016,KNOWLEDGE BEGINNINGS II,WASHINGTON  ,102,1
2015-2016,KOZY KIDS HOME PRESCHOOL,WASHINGTON  ,12,0
2015-2016,KOZY KIDS JUNIOR,WASHINGTON  ,14,0
2015-2016,LA PETITE ACADEMY SHERWOOD,WASHINGTON  ,64,1
2015-2016,LADD ACRES ELEMENTARY,WASHINGTON  ,512,9
2015-2016,LAUREL CHURCH PRESCHOOL,WASHINGTON  ,31,3
2015-2016,LAUREL RIDGE MIDDLE SCHOOL,WASHINGTON  ,559,15
2015-2016,LEARNING DAYS,WASHINGTON  ,11,0
2015-2016,LEARNING TREE ( BONITA RD ),WASHINGTON  ,67,0
2015-2016,LEARNING YEARS INC. - JENKINS,WASHINGTON  ,117,3
2015-2016,LEARNING YEARS INC. LANDMARK,WASHINGTON  ,65,4
2015-2016,LEARNINGVILLE BILINGUAL PRESCHOOL/DAYCARE,WASHINGTON  ,18,1
2015-2016,LENOX ELEMENTARY,WASHINGTON  ,458,19
2015-2016,LEVI ANDERSON (ST. MARY'S),WASHINGTON  ,97,0
2015-2016,LIBERTY HIGH SCHOOL,WASHINGTON  ,"1,509",17
2015-2016,LIFE CHRISTIAN SCHOOL,WASHINGTON  ,474,26
2015-2016,LINCOLN STREET ELEMENTARY,WASHINGTON  ,559,2
2015-2016,LISA'S LITTLE ONES,WASHINGTON  ,11,2
2015-2016,LISA'S WIGGLE WORMS,WASHINGTON  ,12,0
2015-2016,LITTLE BEE'S DAYCARE,WASHINGTON  ,10,0
2015-2016,LITTLE DARLINGS (INFANT & TODDLER),WASHINGTON  ,12,0
2015-2016,LITTLE DARLINGS PRESCHOOL,WASHINGTON  ,10,0
2015-2016,LITTLE EINSTEINS SPANISH SCHOOL,WASHINGTON  ,28,2
2015-2016,LITTLE EXPLORER PRESCHOOL AND DAYCARE,WASHINGTON  ,13,0
2015-2016,LITTLE FEET CHILDCARE,WASHINGTON  ,10,0
2015-2016,LITTLE FEET CHILDCARE LLC,WASHINGTON  ,14,0
2015-2016,LITTLE GARDEN PRESCHOOL,WASHINGTON  ,16,0
2015-2016,LITTLE JAGS PRESCHOOL ( AT CENTURY HIGHSCHOOL ),WASHINGTON  ,20,0
2015-2016,LITTLE KNIGHTS PRESCHOOL,WASHINGTON  ,34,1
2015-2016,LITTLE SPARTAN PRESCHOOL (HILLSBORO HIGH SCHOOL),WASHINGTON  ,14,0
2015-2016,LITTLE STARS MONTESSORI,WASHINGTON  ,79,4
2015-2016,LITTLE STEPS CHILD CARE,WASHINGTON  ,11,0
2015-2016,LITTLE TIGERS PRESCHOOL,WASHINGTON  ,54,0
2015-2016,LITTLE TIKES DAYCARE,WASHINGTON  ,13,3
2015-2016,LITTLE TURTLES PRESCHOOL #1,WASHINGTON  ,10,0
2015-2016,LITTLE TURTLES PRESCHOOL #2,WASHINGTON  ,15,0
2015-2016,LIVING SAVIOR PRESCHOOL,WASHINGTON  ,108,7
2015-2016,LIVING WISDOM SCHOOL,WASHINGTON  ,48,19
2015-2016,LOVELY LAMBS CHILDCARE,WASHINGTON  ,14,0
2015-2016,MAGIC YEARS PRESCHOOL & REACHING NEW HEIGHTS KINDE,WASHINGTON  ,53,0
2015-2016,MARGO'S DAYCARE,WASHINGTON  ,16,0
2015-2016,MARI'S LITTLE LAMBS 3,WASHINGTON  ,15,0
2015-2016,MARI'S LITTLE LAMBS CERTIFIED PRESCHOOL & CHILDCAR,WASHINGTON  ,12,0
2015-2016,MARI'S LITTLE LAMBS TOO!,WASHINGTON  ,12,0
2015-2016,MARY WOODWARD ELEMENTARY,WASHINGTON  ,467,18
2015-2016,MATATENA MONTESSORI,WASHINGTON  ,12,0
2015-2016,MAYFLOWER MONTESSORI,WASHINGTON  ,48,5
2015-2016,MCKAY ELEMENTARY,WASHINGTON  ,358,14
2015-2016,MCKINLEY ELEMENTARY,WASHINGTON  ,642,16
2015-2016,MCKINNEY ELEMENTARY,WASHINGTON  ,465,5
2015-2016,MEADOW PARK MIDDLE SCHOOL,WASHINGTON  ,820,9
2015-2016,MERLO STATION COMMUNITY HIGH SCHOOL,WASHINGTON  ,204,2
2015-2016,MERLO STATION SCIENCE AND TECHNOLOGY,WASHINGTON  ,157,4
2015-2016,METZGER COMMUNITY PRESCHOOL,WASHINGTON  ,22,1
2015-2016,METZGER ELEMENTARY SCHOOL,WASHINGTON  ,651,24
2015-2016,MIDDLETON ELEMENTARY,WASHINGTON  ,493,25
2015-2016,MILLER EDUCATIONAL CENTER WEST,WASHINGTON  ,54,0
2015-2016,MINI HEARTS PRESCHOOL,WASHINGTON  ,29,3
2015-2016,MINTER BRIDGE ELEMENTARY,WASHINGTON  ,503,12
2015-2016,MITCH CHARTER SCHOOL,WASHINGTON  ,223,17
2015-2016,MONTCLAIR ELEMENTARY,WASHINGTON  ,354,13
2015-2016,MONTESSORI CARES,WASHINGTON  ,24,0
2015-2016,MONTESSORI PATHWAYS-GARDEN HOME CAMPUS,WASHINGTON  ,16,3
2015-2016,MONTESSORI PRESCHOOL CHILDCARE,WASHINGTON  ,11,0
2015-2016,MONTESSORI SCHOOL OF BEAVERTON,WASHINGTON  ,167,20
2015-2016,MOOBERRY ELEMENTARY,WASHINGTON  ,457,3
2015-2016,MORNING STAR CHILD CARE INC. #2,WASHINGTON  ,10,0
2015-2016,MOUNTAIN VIEW MIDDLE SCHOOL,WASHINGTON  ,862,11
2015-2016,MRS. WILLIAMS FAMILY CHILDCARE,WASHINGTON  ,10,0
2015-2016,MUSTARD SEED CHRISTIAN PRESCHOOL,WASHINGTON  ,42,0
2015-2016,MY LITTLE WAITING ROOM,WASHINGTON  ,137,0
2015-2016,MY LITTLE WORLD LEARNING DAYCARE,WASHINGTON  ,11,0
2015-2016,NANCY RYLES ELEMENTARY,WASHINGTON  ,543,22
2015-2016,NEIL ARMSTRONG MIDDLE SCHOOL,WASHINGTON  ,848,10
2015-2016,NELLIE'S DAYCARE,WASHINGTON  ,15,0
2015-2016,NEW DAY PRESCHOOL,WASHINGTON  ,32,4
2015-2016,NEW LIFE CHRISTIAN SCHOOL,WASHINGTON  ,69,6
2015-2016,NIKE CHILD DEVELOPMENT CENTER-SOUTH CAMPUS,WASHINGTON  ,232,28
2015-2016,NIKE TYKES,WASHINGTON  ,94,10
2015-2016,NORTH PLAINS ELEMENTARY,WASHINGTON  ,303,10
2015-2016,NORTHWEST CHINESE ACADEMY,WASHINGTON  ,68,9
2015-2016,NORTHWEST MONTESSORI SCHOOL-BEAVERTON,WASHINGTON  ,18,0
2015-2016,NORTHWEST REGIONAL ESD,WASHINGTON  ,777,16
2015-2016,OAK HILLS CHRISTIAN PRESCHOOL,WASHINGTON  ,56,5
2015-2016,OAK HILLS ELEMENTARY,WASHINGTON  ,572,16
2015-2016,OCDC  HEAD START,WASHINGTON  ,381,1
2015-2016,"ODYSSEY PRESCHOOL, LLC",WASHINGTON  ,16,1
2015-2016,OREGON EPISCOPAL SCHOOL,WASHINGTON  ,869,35
2015-2016,ORENCO CHRISTIAN PRESCHOOL,WASHINGTON  ,33,3
2015-2016,ORENCO ELEMENTARY,WASHINGTON  ,607,18
2015-2016,OUR REDEEMER LUTHERAN PRESCHOOL,WASHINGTON  ,66,3
2015-2016,PALACE OF PRAISE ACADEMY,WASHINGTON  ,16,0
2015-2016,"PAMI'S ""LITTLE APPLES"" PRESCHOOL & CHILDCARE",WASHINGTON  ,14,0
2015-2016,PARTRIDGE HOUSE,WASHINGTON  ,16,0
2015-2016,PASITOS SPANISH SCHOOL,WASHINGTON  ,19,0
2015-2016,PATTERSON ELEMENTARY,WASHINGTON  ,475,8
2015-2016,PEAKE ACADEMY AT PLAY BOUTIQUE,WASHINGTON  ,56,0
2015-2016,PHOENIX CHILDREN'S ACADEMY,WASHINGTON  ,117,2
2015-2016,PILGRIM LUTHERAN SCHOOL,WASHINGTON  ,128,2
2015-2016,POOH BEAR DAY CARE,WASHINGTON  ,10,0
2015-2016,POYNTER MIDDLE SCHOOL,WASHINGTON  ,774,24
2015-2016,PRINCE OF PEACE SCHOOL,WASHINGTON  ,191,22
2015-2016,QUATAMA ELEMENTARY,WASHINGTON  ,464,12
2015-2016,RALEIGH HILLS SCHOOL,WASHINGTON  ,574,11
2015-2016,RALEIGH PARK ELEMENTARY,WASHINGTON  ,392,22
2015-2016,REEDVILLE ELEMENTARY,WASHINGTON  ,241,0
2015-2016,RIDGEWOOD ELEMENTARY,WASHINGTON  ,444,29
2015-2016,ROCK CREEK ELEMENTARY,WASHINGTON  ,528,14
2015-2016,ROCKING HORSE DAY SCHOOL AT LAKE OSWEGO,WASHINGTON  ,58,2
2015-2016,ROOTS & WINGS MONTESSORI,WASHINGTON  ,17,0
2015-2016,ROSEDALE ELEMENTARY,WASHINGTON  ,409,6
2015-2016,RUBY CHILDCARE,WASHINGTON  ,14,0
2015-2016,SAFE HAVEN CHILD CARE #2,WASHINGTON  ,21,0
2015-2016,SAFE HAVEN CHILDCARE,WASHINGTON  ,13,0
2015-2016,SCHOLLS HEIGHTS ELEMENTARY,WASHINGTON  ,535,13
2015-2016,SEVIN'S DAYCARE,WASHINGTON  ,17,0
2015-2016,SEXTON MT. ELEMENTARY,WASHINGTON  ,502,17
2015-2016,SHAE'S TINY TIKES CHILDCARE,WASHINGTON  ,14,0
2015-2016,SHERWOOD CHARTER SCHOOL,WASHINGTON  ,220,16
2015-2016,SHERWOOD HIGH SCHOOL,WASHINGTON  ,"1,581",31
