County,BEDS Code,Name,Grade Org,Affiliation,GR1,GR2,GR3,GR4,GR5,GR6,UGE,GR7,GR8,GR9,GR10,GR11,GR12,UGS,FullK,HalfK,PreK,Enrollment
ERIE,140203806578,CHRISTIAN CENTRAL ACADEMY,K-12 School,CHRISTIAN FUNDAMENTALIST,24,17,20,22,24,27,0,27,13,23,34,22,29,0,18,0,0,300
ERIE,140203808420,AMHERST CHRISTIAN ACADEMY,Junior Senior School,CHRISTIAN FUNDAMENTALIST,3,5,6,3,4,2,0,3,5,0,3,5,5,0,1,0,2,47
ERIE,140203997682,GATEWAY-LONGVIEW LYNDE SCHOOL,K-12 School,INDEPENDENT,10,10,6,7,10,8,0,14,10,22,23,12,8,0,9,0,24,173
ERIE,140203998069,CHC LEARNING CENTER,Special School,INDEPENDENT,0,0,0,0,0,0,20,0,0,0,0,0,0,25,0,0,6,51
ERIE,140203998223,THE SUMMIT CENTER,Special School,INDEPENDENT,0,0,0,0,0,0,144,0,0,0,0,0,0,105,0,0,39,288
ERIE,140207136286,ST CHRISTOPHER SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,40,40,37,35,33,34,0,33,34,0,0,0,0,0,49,0,53,388
ERIE,140301136236,IMMACULATE CONCEPTION SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,26,18,19,24,28,28,0,32,29,0,0,0,0,0,18,0,0,222
ERIE,140301997258,GOW SCHOOL (THE),Junior Senior School,INDEPENDENT,0,0,0,0,0,3,0,10,10,22,35,26,35,0,0,0,0,141
ERIE,140301998001,EAST AURORA MONTESSORI SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,21,27
ERIE,140301999928,AURORA WALDORF SCHOOL,Elementary,INDEPENDENT,10,12,11,13,9,14,0,7,6,0,0,0,0,0,9,33,12,136
ERIE,140600135498,NOTRE DAME ACADEMY,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,59,48,48,51,36,45,0,36,40,0,0,0,0,0,65,0,53,481
ERIE,140600136295,ST JOSEPH UNIVERSITY SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,18,20,19,23,21,14,0,17,14,0,0,0,0,0,19,0,12,177
ERIE,140600136296,OUR LADY OF BLACK ROCK,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,16,15,20,14,22,22,0,19,16,0,0,0,0,0,15,0,18,177
ERIE,140600136307,NARDIN ACADEMY HIGH SCHOOL,Senior High,ROMAN CATHOLIC BUFFALO DIOCESE,0,0,0,0,0,0,0,0,0,99,109,114,122,0,0,0,0,444
ERIE,140600136362,BISHOP TIMON-SAINT JUDE HIGH SCHOOL,Senior High,ROMAN CATHOLIC BUFFALO DIOCESE,0,0,0,0,0,0,0,0,0,42,53,49,41,0,0,0,0,185
ERIE,140600136375,MT MERCY ACADEMY,Senior High,ROMAN CATHOLIC BUFFALO DIOCESE,0,0,0,0,0,0,0,0,0,50,63,57,63,0,0,0,0,233
ERIE,140600136376,ST MARK SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,47,50,44,53,52,43,0,41,42,0,0,0,0,0,39,0,0,411
ERIE,140600136386,CANISIUS HIGH SCHOOL,Senior High,ROMAN CATHOLIC BUFFALO DIOCESE,0,0,0,0,0,0,0,0,0,204,183,205,215,0,0,0,0,807
ERIE,140600137113,NARDIN ACADEMY-ELEMENTARY,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,41,36,41,21,30,34,0,45,55,0,0,0,0,0,29,0,41,373
ERIE,140600139125,CATHOLIC ACADEMY WEST BUFFALO,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,24,19,16,18,20,19,0,22,13,0,0,0,0,0,18,0,14,183
ERIE,140600139127,NATIVITYMIGUEL MID SCH-BUFFALO,Middle School,ROMAN CATHOLIC BUFFALO DIOCESE,0,0,0,0,27,16,0,26,15,0,0,0,0,0,0,0,0,84
ERIE,140600629408,DARUL-ULOOM AL MADANIA,Junior Senior School,ISLAMIC,17,22,24,19,27,23,0,33,45,37,38,10,0,0,13,0,10,318
ERIE,140600995982,BUFFALO HEARING & SPEECH CTR INC,Elementary,INDEPENDENT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,497,519
ERIE,140600996006,SAINTS TABERNACLE OF EXCELLENCE,Junior Senior School,INDEPENDENT,0,4,3,2,1,1,0,2,4,1,0,0,2,0,0,0,0,20
ERIE,140600996171,BUFFALO ACADEMY OF SCHOLARS (THE),Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,8
ERIE,140600996435,BUFFALO SEMINARY,Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,0,44,53,42,59,0,0,0,0,198
ERIE,140600996445,ELMWOOD FRANKLIN SCHOOL,Elementary,INDEPENDENT,26,29,30,32,19,25,0,30,25,0,0,0,0,0,32,0,18,266
ERIE,140600996459,ST MARY'S SCHOOL FOR THE DEAF,K-12 School,INDEPENDENT,6,4,4,11,5,2,0,5,6,6,8,5,5,11,9,0,9,96
ERIE,140600996468,NICHOLS SCHOOL,Junior Senior School,INDEPENDENT,0,0,0,0,31,33,0,40,56,91,98,106,104,0,0,0,0,559
ERIE,140600999087,STANLEY G FALK SCHOOL,Special School,INDEPENDENT,13,28,37,45,37,47,0,58,59,67,76,53,40,0,7,0,0,567
ERIE,140600999851,UNIVERSAL SCHOOL,Elementary,INDEPENDENT,7,7,19,16,7,17,0,12,18,0,0,0,0,0,7,0,1,111
ERIE,140702805757,NEW CREATION FELLOWSHIP ACADEMY,Junior Senior School,CHRISTIAN FUNDAMENTALIST,1,2,0,1,0,2,0,2,2,1,2,2,0,0,3,0,0,18
ERIE,140702997805,ASPIRE OF WESTERN NEW YORK,Special School,INDEPENDENT,0,0,0,0,0,0,65,0,0,0,0,0,0,55,0,0,30,150
ERIE,140707137080,"CANTALICIAN CTR FOR LEARNING, INC",Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,0,0,0,0,0,0,92,0,0,0,0,0,0,68,24,0,48,232
ERIE,140801136238,NATIVITY-BVM SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,18,16,15,14,20,23,0,16,23,0,0,0,0,0,23,0,49,217
ERIE,141101136383,ST ALOYSIUS REGIONAL SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,11,8,10,10,8,11,0,5,8,0,0,0,0,0,16,0,8,95
ERIE,141101609343,BLOSSOM GARDEN FRIENDS SCHOOL,Junior Senior School,QUAKERS,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,1,7
ERIE,141101998103,LEAGUE FOR THE HANDICAPPED CENTER,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,97,101
ERIE,141501137228,ST STEPHEN SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,23,14,22,12,27,21,0,22,22,0,0,0,0,0,11,0,22,196
ERIE,141601136318,ST PETER & PAUL SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,22,22,24,21,25,29,0,24,32,0,0,0,0,0,22,0,24,245
ERIE,141601859990,OLD TIME BAPTIST ACADEMY,K-12 School,BAPTIST,3,6,5,3,6,7,0,4,4,3,5,2,2,0,7,0,0,57
ERIE,141604136382,SOUTHTOWNS CATHOLIC SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,13,12,19,16,14,13,0,22,13,0,0,0,0,0,14,0,32,168
ERIE,141604136402,ST FRANCIS HIGH SCHOOL,Senior High,ROMAN CATHOLIC BUFFALO DIOCESE,0,0,0,0,0,0,0,0,0,128,124,114,147,0,0,0,0,513
ERIE,141800136305,OUR LADY OF VICTORY SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,20,14,15,23,20,22,0,19,18,0,0,0,0,0,23,0,12,186
ERIE,141800137227,BAKER VICTORY SERVICES,K-12 School,ROMAN CATHOLIC BUFFALO DIOCESE,16,9,4,15,14,10,0,20,20,33,28,24,29,1,8,0,134,365
ERIE,141800626108,AL-RASHEED ACADEMY,Elementary,ISLAMIC,17,11,25,26,26,29,0,22,21,0,0,0,0,0,12,0,0,189
ERIE,141901136283,ST MARY'S ELEMENTARY SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,12,16,17,18,24,17,0,32,38,0,0,0,0,0,16,0,45,235
ERIE,141901136332,ST MARY'S HIGH SCHOOL,Senior High,ROMAN CATHOLIC BUFFALO DIOCESE,0,0,0,0,0,0,0,0,0,98,104,91,89,0,0,0,0,382
ERIE,141901137240,OUR LADY-BLESSED SACRAMENT,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,15,14,12,18,16,12,0,22,15,0,0,0,0,0,10,0,30,164
ERIE,141901429616,BUFFALO SUBURBAN CHRISTIAN ACADEMY,Elementary,SEVENTH-DAY ADVENTIST,3,3,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,14
ERIE,142301136271,ST JOHN VIANNEY SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,19,21,14,15,17,31,0,20,13,0,0,0,0,0,16,0,56,222
ERIE,142301136425,NATIVITY OF OUR LORD SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,17,20,25,20,27,26,0,26,18,0,0,0,0,0,19,0,19,217
ERIE,142500808948,NEW LIFE CHRISTIAN SCHOOL,K-12 School,CHRISTIAN FUNDAMENTALIST,0,1,5,1,1,4,0,5,4,4,4,2,2,0,3,0,5,41
ERIE,142601136293,ST AMELIA SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,54,61,53,52,47,59,0,55,56,0,0,0,0,0,55,0,94,586
ERIE,142601136325,ST JOSEPH'S COLLEGIATE INSTITUTE,Senior High,ROMAN CATHOLIC BUFFALO DIOCESE,0,0,0,0,0,0,0,0,0,183,173,161,208,0,0,0,0,725
ERIE,142601136387,MT ST MARY ACADEMY,Senior High,ROMAN CATHOLIC BUFFALO DIOCESE,0,0,0,0,0,0,0,0,0,93,73,85,81,0,0,0,0,332
ERIE,142601136418,ST JOHN THE BAPTIST SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,31,31,35,33,28,46,0,27,46,0,0,0,0,0,24,0,45,346
ERIE,142601136593,CARDINAL O'HARA HIGH SCHOOL,Senior High,ROMAN CATHOLIC BUFFALO DIOCESE,0,0,0,0,0,0,0,0,0,67,61,71,45,0,0,0,0,244
ERIE,142601137102,ST ANDREW'S COUNTRY DAY SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,16,11,16,11,15,16,0,14,14,0,0,0,0,0,22,0,44,179
ERIE,142601997712,ERIE COUNTY NYS A R C,Special School,INDEPENDENT,0,0,0,0,0,0,94,0,0,0,0,0,0,54,0,0,65,213
ERIE,142801137104,QUEEN OF HEAVEN SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,33,30,33,38,32,34,0,28,29,0,0,0,0,0,30,0,36,323
ERIE,142801325775,TRINITY LUTHERAN SCHOOL,Elementary,LUTHERAN,10,9,9,12,7,10,0,3,6,0,0,0,0,0,12,0,12,90
ERIE,142801807861,WEST SENECA CHRISTIAN SCHOOL,K-12 School,CHRISTIAN FUNDAMENTALIST,10,10,6,9,11,11,0,7,3,8,5,11,14,0,10,0,4,119
ERIE,142801807920,CENTER ROAD CHRISTIAN ACADEMY,Junior Senior School,CHRISTIAN FUNDAMENTALIST,1,0,0,2,0,2,0,0,0,5,2,1,1,0,0,0,0,14
ERIE,142801996322,CHESTERTON ACADEMY OF BUFFALO,Other,INDEPENDENT,0,0,0,0,0,0,0,0,0,9,8,13,4,0,0,0,0,34
ESSEX,151102155008,ST AGNES PAROCHIAL SCHOOL,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,14,7,9,0,0,0,0,0,0,0,0,0,0,0,10,0,64,104
ESSEX,151102996600,NORTH COUNTRY SCHOOL,Elementary,INDEPENDENT,0,0,0,6,7,6,0,12,16,13,0,0,0,0,0,0,0,60
ESSEX,151102996601,NORTHWOOD SCHOOL,Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,0,30,36,51,43,0,0,0,0,160
ESSEX,151102999844,MOUNTAIN LAKE CHILDRENS RESIDENCE,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,1,8,6,5,9,5,1,0,0,0,35
ESSEX,151401858091,MOUNTAINSIDE CHRISTIAN ACADEMY,K-12 School,BAPTIST,5,4,3,1,5,2,0,5,2,0,0,0,0,0,6,0,7,40
ESSEX,151501155883,ST MARY'S SCHOOL,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,10,13,13,10,5,9,0,8,6,0,0,0,0,0,19,0,10,103
ESSEX,151701996167,LAKESIDE SCHOOL,Elementary,INDEPENDENT,3,5,3,0,0,0,0,0,0,0,0,0,0,0,6,2,4,23
FRANKLIN,161401155868,ST BERNARD'S SCHOOL,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,77
FRANKLIN,161401995608,NORTHERN LIGHTS SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,24
FRANKLIN,161501159247,HOLY FAMILY SCHOOL,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,10,10,6,11,7,4,0,5,1,0,0,0,0,0,10,0,17,81
SAINT LAWRENCE,161801999412,ST THERESE'S ACADEMY,Elementary,INDEPENDENT,4,2,3,7,5,3,0,6,3,0,0,0,0,0,3,0,0,36
FULTON,171102808132,PERTH BIBLE CHRISTIAN ACADEMY,K-12 School,CHRISTIAN FUNDAMENTALIST,5,5,10,6,2,3,0,1,2,4,1,4,3,0,4,0,2,52
GENESEE,180300137106,ST JOSEPH SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,23,18,24,21,19,19,0,26,25,0,0,0,0,0,15,0,17,207
GENESEE,180300137112,NOTRE DAME HIGH SCHOOL,Senior High,ROMAN CATHOLIC BUFFALO DIOCESE,0,0,0,0,0,0,0,0,0,38,34,46,45,0,0,0,0,163
GENESEE,180300329652,ST PAUL LUTHERAN SCHOOL,Elementary,LUTHERAN,6,7,6,5,6,0,0,0,0,0,0,0,0,0,6,0,7,43
GREENE,190401996286,CATSKILL WHEELHOUSE,Other,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12
GREENE,190701859503,GRAPEVILLE CHRISTIAN SCHOOL,K-12 School,BAPTIST,2,6,2,3,3,4,0,14,6,1,4,4,3,0,2,0,0,54
GREENE,190901999257,PLATTE CLOVE SCHOOL,Elementary,INDEPENDENT,4,3,4,6,3,6,0,6,5,0,0,0,0,0,7,0,0,44
HERKIMER,210601115680,ST FRANCIS DE SALES RGNL CATHOLIC SC,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,6,7,7,2,4,2,0,0,0,0,0,0,0,0,5,0,16,49
HERKIMER,210800858546,MOHAWK VALLEY CHRISTIAN ACADEMY,Junior Senior School,BAPTIST,3,2,3,3,2,5,0,3,3,4,2,1,4,0,3,0,1,39
ONEIDA,212001809542,FAITH CHRISTIAN SCHOOL,Junior Senior School,CHRISTIAN FUNDAMENTALIST,0,2,0,1,1,2,0,0,1,0,1,0,1,0,0,0,0,9
JEFFERSON,221301996193,GENESIS SCHOOL - CHRISTIAN LIFE CTR,Junior High School,INDEPENDENT,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,25
JEFFERSON,222000155013,IMMACULATE HEART ELEMENTARY SCHOOL,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,35,36,25,20,30,29,0,0,0,0,0,0,0,0,40,0,63,278
JEFFERSON,222000155874,IMMACULATE HEART CENTRAL HIGH SCH,Junior Senior School,ROMAN CATHOLIC - OGDENSBURG DIOCESE,0,0,0,0,0,0,0,28,25,41,41,56,37,0,0,0,0,228
JEFFERSON,222000656283,CHAMPION PEAK SCHOOL,Other,MENNONITES,2,3,2,1,2,1,0,2,1,0,0,0,0,0,0,0,0,14
JEFFERSON,222000809092,FAITH FELLOWSHIP CHRISTIAN SCHOOL,K-12 School,CHRISTIAN FUNDAMENTALIST,19,19,14,8,12,14,0,5,14,12,10,10,6,0,19,0,9,171
JEFFERSON,222201155866,AUGUSTINIAN ACADEMY-ELEMENTARY,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,9,15,14,15,11,10,0,7,6,0,0,0,0,0,16,0,21,124
LEWIS,230901655470,MILLCREEK AMISH SCHOOL,Elementary,MENNONITES,4,3,3,2,2,3,0,2,2,0,0,0,0,0,0,0,0,21
LEWIS,230901655472,DEERBROOK SCHOOL,Elementary,MENNONITES,3,1,2,3,1,3,0,2,2,0,0,0,0,0,0,0,0,17
LEWIS,230901657826,CRYSTAL LIGHT MENNONITE SCHOOL,Elementary,MENNONITES,6,5,7,2,4,4,1,4,6,4,0,0,0,0,0,0,0,43
LEWIS,230901658822,HOPE MENNONITE SCHOOL,Elementary,MENNONITES,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,5
LEWIS,231301658564,RIVER VALLEY MENNONITE SCHOOL,K-12 School,MENNONITES,5,10,6,8,5,8,0,4,9,4,8,5,7,0,7,0,0,86
LIVINGSTON,240101166156,ST AGNES PAROCHIAL SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,14,11,8,9,9,11,0,0,0,0,0,0,0,0,8,0,30,100
LIVINGSTON,240401809547,GENESEE COUNTRY CHRISTIAN SCHOOL,Elementary,CHRISTIAN FUNDAMENTALIST,6,9,5,5,2,4,0,3,4,0,0,0,0,0,5,4,14,61
MADISON,250701808879,NEW LIFE CHRISTIAN SCHOOL,K-12 School,CHRISTIAN FUNDAMENTALIST,5,4,4,6,7,7,0,6,8,6,6,5,7,0,5,0,9,85
MADISON,251400185522,ST PATRICK SCHOOL,Elementary,ROMAN CATHOLIC - SYRACUSE DIOCESE,16,15,12,12,11,9,0,0,0,0,0,0,0,0,10,0,16,101
ONEIDA,251400189608,HOLY CROSS ACADEMY,Junior Senior School,ROMAN CATHOLIC - SYRACUSE DIOCESE,0,0,0,0,0,0,0,11,14,10,17,11,14,0,0,0,0,77
MONROE,260101166208,SETON CATHOLIC SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,31,36,31,32,26,19,0,0,0,0,0,0,0,0,37,0,48,260
MONROE,260101166230,SIENA CATHOLIC ACADEMY,Middle School,ROMAN CATHOLIC - ROCHESTER DIOCESE,0,0,0,0,0,70,0,76,65,0,0,0,0,0,0,0,0,211
MONROE,260101166603,MCQUAID JESUIT SCHOOL,Junior Senior School,ROMAN CATHOLIC - ROCHESTER DIOCESE,0,0,0,0,0,60,0,92,101,164,142,141,165,0,0,0,0,865
MONROE,260101226476,HILLEL COMMUNITY DAY SCHOOL,Elementary,JEWISH,10,6,8,5,9,7,0,5,0,0,0,0,0,0,11,0,0,61
MONROE,260101625038,WESTFALL ACADEMY,Elementary,ISLAMIC,9,14,7,10,9,2,0,2,0,0,0,0,0,0,14,0,10,77
MONROE,260101809946,DESTINY CHRISTIAN SCH AND PRESCHOOL,K-12 School,CHRISTIAN FUNDAMENTALIST,15,13,14,17,9,8,0,14,8,10,11,2,8,0,12,0,14,155
MONROE,260101995574,MONTESSORI SCHOOL OF ROCHESTER,Elementary,INDEPENDENT,6,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,21,45
MONROE,260101996451,HARLEY SCHOOL (THE),K-12 School,INDEPENDENT,24,17,26,27,31,28,0,35,40,46,48,48,48,0,32,0,38,488
MONROE,260401166221,ST PIUS X SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,17,31,10,21,23,0,0,0,0,0,0,0,0,0,17,0,38,157
MONROE,260401857742,NORTHSTAR CHRISTIAN ACADEMY,K-12 School,BAPTIST,12,23,19,18,20,19,0,24,18,35,32,37,54,0,16,0,0,327
MONROE,260401994567,ARCHANGEL SCHOOL,Junior Senior School,INDEPENDENT,9,6,9,7,11,7,0,12,8,3,6,3,3,0,7,0,2,93
MONROE,260401999477,HOPE HALL SCHOOL,Junior Senior School,INDEPENDENT,0,2,3,11,11,24,0,17,18,18,11,16,15,0,0,0,0,146
MONROE,260501166192,ST LAWRENCE SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,18,21,17,18,23,0,0,0,0,0,0,0,0,0,26,0,29,152
MONROE,260501225023,DERECH HATORAH OF ROCHESTER,Other,JEWISH,20,18,13,12,13,8,0,12,9,0,0,0,0,0,13,0,0,118
MONROE,260501808815,GREECE CHRISTIAN SCHOOL,Elementary,CHRISTIAN FUNDAMENTALIST,21,23,23,21,16,19,0,23,13,0,0,0,0,0,22,0,22,203
MONROE,260501996191,VILLA OF HOPE,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,2,8,26,21,13,8,0,0,0,0,78
MONROE,260501999467,GREECE MONTESSORI SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,48,59
MONROE,260801165157,ST JOHN NEUMANN SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,9,18,14,14,8,0,0,0,0,0,0,0,0,0,24,0,19,106
MONROE,260801166610,BISHOP KEARNEY HIGH SCHOOL,Junior Senior School,ROMAN CATHOLIC - ROCHESTER DIOCESE,0,0,0,0,0,14,0,47,40,57,47,53,55,0,0,0,0,313
MONROE,260801428508,BAY KNOLL SDA SCHOOL,Elementary,SEVENTH-DAY ADVENTIST,4,2,2,5,2,1,0,2,3,0,0,0,0,0,2,0,0,23
MONROE,260803166171,ST KATERI SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,12,22,18,15,21,0,0,0,0,0,0,0,0,0,20,0,70,178
LIVINGSTON,260901808131,LIMA CHRISTIAN SCHOOL,K-12 School,CHRISTIAN FUNDAMENTALIST,9,8,9,14,12,9,0,13,12,22,25,19,27,0,14,0,0,193
MONROE,261101325771,ST PAUL LUTHERAN SCHOOL,Elementary,LUTHERAN,21,10,14,18,12,8,0,5,6,0,0,0,0,0,20,4,53,171
MONROE,261201166189,ST JOSEPH SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,26,28,30,38,39,11,0,0,0,0,0,0,0,0,21,0,67,260
MONROE,261201166604,OUR LADY OF MERCY HIGH SCHOOL,Junior Senior School,ROMAN CATHOLIC - ROCHESTER DIOCESE,0,0,0,0,0,51,0,75,117,154,149,132,125,0,0,0,0,803
MONROE,261201809352,CHARLES FINNEY SCHOOL (THE),K-12 School,CHRISTIAN FUNDAMENTALIST,17,26,18,24,19,27,0,24,27,35,43,49,45,0,16,0,15,385
MONROE,261201996127,SOUTHEAST CHRISTIAN ACADEMY,K-12 School,CHRISTIAN FUNDAMENTALIST,9,7,4,6,7,3,0,4,3,7,1,1,8,0,0,4,0,64
MONROE,261201998352,PENFIELD VILLAGE NRSY SCHOOL & KNDG,Pre-K Only,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,65
MONROE,261313995996,ST JOHN BOSCO SCHOOL,Junior Senior School,INDEPENDENT,18,18,11,12,12,10,0,9,10,11,3,5,3,0,15,0,13,150
MONROE,261401167057,ST LOUIS SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,41,32,32,31,32,0,0,0,0,0,0,0,0,0,59,0,49,276
MONROE,261401168384,TRINITY MONTESSORI SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,10,6,8,8,3,3,0,0,0,0,0,0,0,0,37,0,47,122
MONROE,261401997038,ALLENDALE COLUMBIA SCHOOL,K-12 School,INDEPENDENT,23,22,22,31,25,22,0,28,44,35,34,45,40,0,22,0,18,411
MONROE,261600165998,NATIVITY PREPARATORY ACADEMY,Middle School,ROMAN CATHOLIC - ROCHESTER DIOCESE,0,0,0,0,24,21,0,19,0,0,0,0,0,0,0,0,0,64
MONROE,261600166178,HOLY CROSS SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,48,38,53,39,39,22,0,0,0,0,0,0,0,0,36,0,59,334
MONROE,261600166206,NAZARETH ELEMENTARY SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,20,24,22,22,18,24,0,0,0,0,0,0,0,0,20,0,17,167
MONROE,261600167041,AQUINAS INST OF ROCHESTER,Junior Senior School,ROMAN CATHOLIC - ROCHESTER DIOCESE,0,0,0,0,0,54,0,87,105,88,134,131,145,0,0,0,0,744
MONROE,261600227875,TALMUDICAL INST OF UPSTATE NY,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,10,13,4,3,0,0,0,0,30
MONROE,261600229557,ORA ACADEMY,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,9
MONROE,261600805555,NORTHSIDE CHRISTIAN ACADEMY,Elementary,INDEPENDENT,1,1,1,0,1,0,0,0,0,0,0,0,0,0,7,0,5,16
MONROE,261600997046,ROCHESTER SCHOOL FOR THE DEAF,K-12 School,INDEPENDENT,3,12,6,5,5,5,3,5,10,3,8,5,2,14,5,0,7,98
MONROE,261600997048,MARY CARIOLA CHILDRENS CENTER,Special School,INDEPENDENT,25,25,19,25,24,22,7,23,18,20,19,17,40,35,21,0,64,404
MONROE,261600997698,HILLSIDE CHILDRENS CENTER SCHOOL,Junior Senior School,INDEPENDENT,1,2,3,0,4,4,0,8,8,20,7,15,6,5,0,0,0,83
MONROE,261701167030,SCHOOL OF THE HOLY CHILDHOOD,Special School,INDEPENDENT,0,0,0,0,0,0,40,0,0,0,0,0,0,80,0,0,0,120
MONROE,261701998567,NORMAN HOWARD SCHOOL,Junior Senior School,INDEPENDENT,0,0,0,0,3,6,0,11,12,19,15,20,23,0,0,0,0,109
MONROE,261801808866,CORNERSTONE CHRISTIAN ACADEMY,K-12 School,CHRISTIAN FUNDAMENTALIST,3,7,5,8,8,3,0,6,8,6,6,6,4,0,5,0,8,83
MONROE,261901166223,ST RITA SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,11,13,18,21,22,0,0,0,0,0,0,0,0,0,26,0,27,138
MONROE,261901805659,LAKESIDE ALPHA SCHOOL,Junior Senior School,INDEPENDENT,0,0,2,3,5,7,0,5,8,5,6,2,4,0,0,0,0,47
MONROE,261901807039,ROCHESTER CHRISTIAN SCHOOL,Elementary,CHRISTIAN FUNDAMENTALIST,20,21,20,15,17,13,0,11,10,0,0,0,0,0,15,9,24,175
MONROE,261901997789,HILLSIDE-HALPERN EDUCATIONAL CTR,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,4,5,10,20,17,12,0,0,0,0,68
MONROE,261901999886,WEBSTER MONTESSORI SCHOOL,Elementary,INDEPENDENT,11,11,3,9,3,2,0,0,0,0,0,0,0,0,18,2,89,148
MONROE,262001997047,HILLSIDE-CRESTWOOD CHILDREN'S,Elementary,INDEPENDENT,7,7,17,16,22,23,0,23,9,0,0,0,0,0,4,0,3,131
MONTGOMERY,270100115723,ST MARY'S INST ELEMENTARY SCHOOL,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,19,16,20,22,16,9,0,13,11,0,0,0,0,0,21,0,28,175
MONTGOMERY,270301996102,FAITH BIBLE ACAD,Junior Senior School,INDEPENDENT,2,5,4,3,3,1,0,2,5,3,3,3,1,0,5,0,0,40
MONTGOMERY,270601655125,SHADY LANE SCHOOL,Elementary,MENNONITES,2,3,3,3,3,1,0,2,1,0,0,0,0,0,0,0,0,18
